,artist,title,genre,URL,lyrics
10,Prince,When Doves Cry,Pop,http://azlyrics.com/lyrics/prince/whendovescry.html,"

Dig if you will the picture
Of you and I engaged in a kiss
The sweat of your body covers me
Can you my darling
Can you picture this?

Dream if you can a courtyard
An ocean of violets in bloom
Animals strike curious poses
They feel the heat
The heat between me and you

How can you just leave me standing?
Alone in a world that's so cold? (So cold)
Maybe I'm just too demanding
Maybe I'm just like my father, too bold
Maybe you're just like my mother
She's never satisfied (She's never satisfied)
Why do we scream at each other
This is what it sounds like
When doves cry

Touch if you will my stomach
Feel how it trembles inside
You've got the butterflies all tied up
Don't make me chase you
Even doves have pride

How can you just leave me standing?
Alone in a world so cold? (World so cold)
Maybe I'm just too demanding
Maybe I'm just like my father, too bold
Maybe you're just like my mother
She's never satisfied (She's never satisfied)
Why do we scream at each other
This is what it sounds like
When doves cry

How can you just leave me standing?
Alone in a world that's so cold? (A world that's so cold)
Maybe you're just too demanding (Maybe, maybe I'm like my father)
Maybe I'm just like my father, too bold (Ya know he's too bold)
Maybe you're just like my mother (Maybe you're just like my mother)
She's never satisfied (She's never, never satisfied)
Why do we scream at each other (Why do we scream, why)
This is what it sounds like

When doves cry
When doves cry (Doves cry, doves cry)
When doves cry (Doves cry, doves cry)

Don't Cry (Don't Cry)

When doves cry
When doves cry
When doves cry

When Doves cry (Doves cry, doves cry, doves cry
Don't cry
Darling don't cry
Don't cry
Don't cry
Don't don't cry
"
11,Pulp,Common People,Pop,http://azlyrics.com/lyrics/pulp/commonpeople.html,"

She came from Greece, she had a thirst for knowledge
She studied sculpture at Saint Martin's College
That's where I
Caught her eye
She told me that her Dad was loaded
I said, ""In that case, I'll have rum and Coca-Cola.""
She said, ""Fine""
And then in thirty-seconds time she said

""I wanna live like common people
I wanna do whatever common people do
Wanna sleep with common people
I wanna sleep with common people like you.""
Well, what else could I do?
I said, ""I'll... I'll see what I can do.""

I took her to a supermarket
I don't know why but I had to start it somewhere
So it started there
I said, ""Pretend you got no money.""
And she just laughed and said, ""Oh, you're so funny.""
I said, ""Yeah
Well, I can't see anyone else smiling in here
Are you sure?

You wanna live like common people
You wanna see whatever common people see
Wanna sleep with common people
You wanna sleep with common people like me?
But she didn't understand
And she just smiled and held my hand

Oh, rent a flat above a shop
And cut your hair and get a job
And smoke some fags and play some pool
Pretend you never went to school
But still you'll never get it right
'Cause when you're laid in bed at night
Watching roaches climb the wall
If you called your dad he could stop it all
Yeah

You'll never live like common people
You'll never do what ever common people do
Never fail like common people
You'll never watch your life slide out of view
And then dance, and drink, and screw
Because there's nothing else to do
Oh!

Sing along with the common people
Sing along and it might just get you through
Laugh along with the common people
Laugh along, even though they're laughing at you
And the stupid things that you do
Because you think that poor is cool

Like a dog lying in a corner
They will bite you and never warn you
Look out, they'll tear your insides out
'Cause everybody hates a tourist
Especially one who, who thinks it's all such a laugh
Yeah, and the chip stain's and grease will come out in the bath

You will never understand
How it feels to live your life
With no meaning or control
And with nowhere left to go
You are amazed that they exist
And they burn so bright whilst you can only wonder why

Rent a flat above a shop
Cut your hair and get a job
And smoke some fags and play some pool
Pretend you never went to school
But still you'll never get it right
'Cause when you're laid in bed at night
Watching roaches climb the wall
If you called your dad he could stop it all, yeah

Never live like common people
Never do what common people do
Never fail like common people
Never watch your life slide out of view
And then dance and drink, and screw
Because there's nothing else to do

Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you

A la la la la la
Ooooh, la la la la
Ooooh, la la la la
Ooooh, la la-la-la-la la, oh yeah
"
12,Beyoncé,Crazy In Love (feat. Jay-Z),Pop,http://azlyrics.com/lyrics/beyonce/crazyinlove.html,
13,R.E.M.,Losing My Religion,Pop,http://azlyrics.com/lyrics/rem/losingmyreligion.html,"

Oh life, it's bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper
Of every waking hour
I'm choosing my confessions
Trying to keep an eye on you
Like a hurt, lost and blinded fool, fool
Oh no, I've said too much
I set it up

Consider this
Consider this, the hint of the century
Consider this, the slip
That brought me to my knees, failed
What if all these fantasies come
Flailing around
Now I've said too much

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, why try
That was just a dream
Just a dream
Just a dream, dream
"
14,New Order,Blue Monday,Pop,http://azlyrics.com/lyrics/neworder/bluemonday.html,"

How does it feel
To treat me like you do?
When you've laid your hands upon me
And told me who you are?

I thought I was mistaken
I thought I heard your words
Tell me how do I feel?
Tell me now, how do I feel?

Those who came before me
Lived through their vocations
From the past until completion
They'll turn away no more

And still, I find it so hard
To say what I need to say
But, I'm quite sure that you'll tell me
Just how I should feel today

I see a ship in the harbour
I can and shall obey
But, if it wasn't for your misfortune
I'd be a heavenly person today 

And I thought I was mistaken
And I thought I heard you speak
Tell me, how do I feel?
Tell me now, how should I feel?
Now I stand here waiting

I thought I told you to leave me
While I walked down to the beach
Tell me how does it feel
When your heart grows cold?
(Grows cold, grows cold, grows cold, grows cold)
"
15,The Jackson 5,I Want You Back,Pop,http://azlyrics.com/lyrics/thejackson5/iwantyouback.html,
16,The Righteous Brothers,You've Lost That Lovin' Feelin',Pop,http://azlyrics.com/lyrics/therighteousbrothers/youvelostthatlovinfeelin.html,
17,The Beatles,Hey Jude,Pop,http://azlyrics.com/lyrics/thebeatles/heyjude.html,
18,The Kinks,Waterloo Sunset,Pop,http://azlyrics.com/lyrics/thekinks/waterloosunset.html,
19,The Smiths,There Is a Light That Never Goes Out,Pop,http://azlyrics.com/lyrics/thesmiths/thereisalightthatnevergoesout.html,
20,David Bowie,Space Oddity,Pop,http://azlyrics.com/lyrics/davidbowie/spaceoddity.html,"

Ground Control to Major Tom
Ground Control to Major Tom
Take your protein pills and put your helmet on

(Ten)
Ground Control
(Nine)
To Major Tom
(Eight, seven, six)
Commencing countdown
(Five)
Engines on
(Four, three, two)
Check ignition
(One)
And may God's love
(Lift-off)
Be with you

This is Ground Control to Major Tom
You've really made the grade
And the papers want to know whose shirts you wear
Now it's time to leave the capsule if you dare

This is Major Tom to Ground Control
I'm stepping through the door
And I'm floating in a most peculiar way
And the stars look very different today

For here am I sitting in a tin can
Far above the world
Planet Earth is blue
And there's nothing I can do

Though I'm past one hundred thousand miles
I'm feeling very still
And I think my spaceship knows which way to go
Tell my wife I love her very much
She knows

Ground Control to Major Tom
Your circuit's dead, there's something wrong
Can you hear me, Major Tom?
Can you hear me, Major Tom?
Can you hear me, Major Tom?
Can you he—

Here am I floating 'round my tin can
Far above the Moon
Planet Earth is blue
And there's nothing I can do
"
21,Ben E. King,Stand By Me,Pop,http://azlyrics.com/lyrics/beneking/standbyme.html,"

When the night has come
And the land is dark
And the moon is the only light we'll see
No, I won't be afraid
Oh, I won't be afraid
Just as long as you stand
Stand by me

So darlin', darlin'
Stand by me, oh, stand by me
Oh, stand, stand by me
Stand by me

If the sky that we look upon
Should tumble and fall
Or the mountain should crumble to the sea
I won't cry, I won't cry
No, I won't shed a tear
Just as long as you stand
Stand by me

And darlin', darlin'
Stand by me, oh, stand by me
Oh, stand now, stand by me
Stand by me

Darlin', darlin'
Stand by me, oh, stand by me
Oh, stand now, stand by me
Stand by me
Whenever you're in trouble 
Won't you stand by me?
Oh, stand by me
Won't you stand now?
Oh, stand, stand by me
"
22,The Byrds,Mr. Tambourine Man,Pop,http://azlyrics.com/lyrics/thebyrds/mrtambourineman.html,
23,The Verve,Bitter Sweet Symphony,Pop,http://azlyrics.com/lyrics/theverve/bittersweetsymphony.html,
24,Ike & Tina Turner,River Deep,Pop,http://azlyrics.com/lyrics/iketinaturner/riverdeep.html,
25,Lou Reed,Walk on the Wild Side,Pop,http://azlyrics.com/lyrics/loureed/walkonthewildside.html,"

Holly came from Miami, F.L.A.
Hitch-hiked her way across the U.S.A.
Plucked her eyebrows on the way
Shaved her legs and then he was a she
She says, ""Hey, babe,
Take a walk on the wild side.""
Said, ""Hey, honey,
Take a walk on the wild side.""

Candy came from out on the Island
In the back room she was everybody's darling
But she never lost her head
Even when she was giving head
She says, ""Hey, babe,
Take a walk on the wild side.""
Said, ""Hey, babe,
Take a walk on the wild side.""
And the colored girls go
""Doo do doo do doo do do doo...""

Little Joe never once gave it away
Everybody had to pay and pay
A hustle here and a hustle there
New York City's the place
Where they said, ""Hey, babe,
Take a walk on the wild side.""
I said, ""Hey, Joe,
Take a walk on the wild side.""

Sugar Plum Fairy came and hit the streets
Looking for soul food and a place to eat
Went to the Apollo
You should've seen them go, go, go
They said, ""Hey, sugar,
Take a walk on the wild side.""
I said, ""Hey, babe,
Take a walk on the wild side.""
All right, huh

Jackie is just speeding away
Thought she was James Dean for a day
Then I guess she had to crash
Valium would have helped that bash
Said, ""Hey, babe,
Take a walk on the wild side.""
I said, ""Hey, honey,
Take a walk on the wild side.""
And the colored girls say,
""Doo do doo do doo do do doo...""
"
26,Eagles,Hotel California,Pop,http://azlyrics.com/lyrics/eagles/hotelcalifornia.html,"

On a dark desert highway, cool wind in my hair
Warm smell of colitas, rising up through the air
Up ahead in the distance, I saw a shimmering light
My head grew heavy and my sight grew dim
I had to stop for the night
There she stood in the doorway
I heard the mission bell
And I was thinking to myself
""This could be Heaven or this could be Hell""
Then she lit up a candle and she showed me the way
There were voices down the corridor
I thought I heard them say

Welcome to the Hotel California
Such a lovely place (Such a lovely place)
Such a lovely face
Plenty of room at the Hotel California
Any time of year (Any time of year)
You can find it here

Her mind is Tiffany-twisted, she got the Mercedes bends
She got a lot of pretty, pretty boys she calls friends
How they dance in the courtyard, sweet summer sweat
Some dance to remember, some dance to forget

So I called up the Captain
""Please bring me my wine.""
He said, ""We haven't had that spirit here since nineteen sixty nine.""
And still those voices are calling from far away
Wake you up in the middle of the night
Just to hear them say

Welcome to the Hotel California
Such a lovely place (Such a lovely place)
Such a lovely face
They livin' it up at the Hotel California
What a nice surprise (what a nice surprise)
Bring your alibis

Mirrors on the ceiling
The pink champagne on ice
And she said ""We are all just prisoners here, of our own device""
And in the master's chambers
They gathered for the feast
They stab it with their steely knives
But they just can't kill the beast

Last thing I remember
I was running for the door
I had to find the passage back to the place I was before
""Relax,"" said the night man
""We are programmed to receive
You can check-out any time you like
But you can never leave!""
"
27,Robyn,Dancing On My Own,Pop,http://azlyrics.com/lyrics/robyn/dancingonmyown.html,"

Somebody said you got a new friend
Does she love you better than I can?
There's a big black sky over my town
I know where you're at, I bet she's around

Yeah, I know it's stupid
I just gotta see it for myself

I'm in the corner, watching you kiss her, oh
I'm right over here, why can't you see me, oh
I'm giving it my all, but I'm not the girl you're taking home, oh
I keep dancing on my own
I keep dancing on my own

I'm just gonna dance all night
I'm all messed up, I'm so out of line
Stilettos and broken bottles
I'm spinning around in circles

I'm in the corner, watching you kiss her, oh
I'm right over here, why can't you see me, oh
I'm giving it my all, but I'm not the girl you're taking home, oh
I keep dancing on my own
I keep dancing on my own

So far away but still so near
The lights go on, the music dies
But you don't see me standing here
I just came to say goodbye

I'm in the corner, watching you kiss her, oh
I'm giving it my all, but I'm not the girl you're taking home, oh
I keep dancing on my own
I keep dancing on my own

I'm in the corner, watching you kiss her, oh
I'm right over here, why can't you see me, oh
I'm giving it my all, but I'm not the girl you're taking home, oh
I keep dancing on my own
I keep dancing on my own

I keep dancing on my own
"
28,The Mamas & The Papas,California Dreamin',Pop,http://azlyrics.com/lyrics/themamasthepapas/californiadreamin.html,
29,Martha Reeves & The Vandellas,Dancing In The Street,Pop,http://azlyrics.com/lyrics/marthareevesthevandellas/dancinginthestreet.html,
30,Grimes,Oblivion,Pop,http://azlyrics.com/lyrics/grimes/oblivion.html,"

I never walk about, after dark
It's my point of view
'Cause someone could break your neck
Coming up behind you, always coming and you'd never have a clue

I never look behind, all the time
I will wait forever, always looking straight
Thinking, counting, all the hours you wait

See you on a dark night
See you on a dark night
See you on a dark night
See you on a dark night

And now another clue, I would ask
If you could help me out
It's hard to understand
'Cause when you're running by yourself
It's hard to find someone to hold your hand

And now it's good to be tough on me
But I will wait forever
I need someone else to look into my eyes and tell me
Girl you know you gotta watch your health

To look into my eyes and tell me
La la la la la
To look into my eyes and tell me
La la la la la
La la la la la
La la la la la
"
31,The Beatles,I Want To Hold Your Hand,Pop,http://azlyrics.com/lyrics/thebeatles/iwanttoholdyourhand.html,
32,Sinéad O'Connor,Nothing Compares 2 U,Pop,http://azlyrics.com/lyrics/sineadoconnor/nothingcompares2u.html,"

It's been seven hours and fifteen days
Since you took your love away
I go out every night and sleep all day
Since you took your love away

Since you've been gone I can do whatever I want
I can see whomever I choose
I can eat my dinner in a fancy restaurant
But nothing
I said nothing can take away these blues

'Cause nothing compares
Nothing compares to you

It's been so lonely without you here
Like a bird without a song
Nothing can stop these lonely tears from falling
Tell me, baby, where did I go wrong

I could put my arms around every boy I see
But they'd only remind me of you
I went to the doctor and guess what he told me?
Guess what he told me?
He said, ""Girl, you better try to have fun no matter what you do,""
But he's a fool

'Cause nothing compares
Nothing compares to you

All the flowers that you planted, mama, in the back yard
All died when you went away
I know that living with you, baby, was sometimes hard
But I'm willing to give it another try

Nothing compares
Nothing compares to you
Nothing compares
Nothing compares to you
Nothing compares
Nothing compares to you
"
33,Kanye West,Runaway,Pop,http://azlyrics.com/lyrics/kanyewest/runaway.html,"

[Rick James and James Brown:]
Look at you, look at you, look at you, look at you
Look at you, look at you, look at you, look at you
Look at you, look at you, look at you, look at you
Look at you, look at you, look at you, look at you
(Ladies and gentlemen, ladies, ladies and gentlemen)

[Kanye West:]
And I always find, yeah, I always find something wrong
You been puttin' up with my shit just way too long
I'm so gifted at finding what I don't like the most
So I think it's time for us to have a toast

[Kanye West:]
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby, I got a plan
Run away fast as you can

[Kanye West:]
She find pictures in my e-mail
I sent this bitch a picture of my dick
I don't know what it is with females
But I'm not too good at that shit
See, I could have me a good girl
And still be addicted to them hood rats
And I just blame everything on you
At least you know that's what I'm good at

[Kanye West:]
And I always find, yeah, I always find
Yeah, I always find something wrong
You been puttin' up with my shit just way too long
I'm so gifted at finding what I don't like the most
So I think it's time for us to have a toast

[Kanye West:]
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby, I got a plan
Run away fast as you can

[Kanye West and Rick James:]
Run away from me, baby
Ah, run away
Run away from me, baby (Look at you, look at you, look at you)
Run away
When it starts to get crazy (Look at you, look at you, look at you)
Then run away
Babe, I got a plan, run away as fast as you can
Run away from me, baby
Run away
Run away from me, baby (Look at, look at, look at, look at, look at, look at, look at you)
Run away
When it starts to get crazy (Look at you, look at you, look at you, look at you)
Why can't she just run away?
Baby, I got a plan
Run away as fast as you can (Look at you, look at you, look at you)

[Pusha T:]
Twenty-four seven, three sixty-five, pussy stays on my mind
I-I-I-I did it, alright, alright, I admit it
Now pick your next move, you could leave or live with it
Ichabod Crane with that motherfuckin' top off
Split and go where? Back to wearing knock-offs?
Haha, knock it off, Neimans, shop it off
Let's talk over mai tais, waitress, top it off
Hoes like vultures, wanna fly in your Freddy loafers
You can't blame 'em, they ain't never seen Versace sofas
Every bag, every blouse, every bracelet
Comes with a price tag, baby, face it
You should leave if you can't accept the basics
Plenty hoes in the baller-nigga matrix
Invisibly set, the Rolex is faceless
I'm just young, rich, and tasteless, P

[Kanye West:]
Never was much of a romantic
I could never take the intimacy
And I know I did damage
'Cause the look in your eyes is killing me
I guess you knew of that advantage
'Cause you could blame me for everything
And I don't know how I'ma manage
If one day, you just up and leave

[Kanye West:]
And I always find, yeah, I always find something wrong
You been puttin' up with my shit just way too long
I'm so gifted at finding what I don't like the most
So I think it's time for us to have a toast

[Kanye West:]
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby, I got a plan
Run away fast as you can
"
34,Lorde,Royals,Pop,http://azlyrics.com/lyrics/lorde/royals.html,"

I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In a torn-up town, no postcode envy

But every song's like gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care, we're driving Cadillacs in our dreams
But everybody's like Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care, we aren't caught up in your love affair

And we'll never be royals (royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (ruler)
You can call me Queen Bee
And baby I'll rule, I'll rule, I'll rule, I'll rule
Let me live that fantasy

My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows that we're fine with this
We didn't come from money

But every song's like gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care, we're driving Cadillacs in our dreams
But everybody's like Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care, we aren't caught up in your love affair

And we'll never be royals (royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (ruler)
You can call me Queen Bee
And baby I'll rule, I'll rule, I'll rule, I'll rule
Let me live that fantasy

Ooh ooh oh
We're bigger than we ever dreamed
And I'm in love with being queen
Ooh ooh oh
Life is great without a care
We aren't caught up in your love affair

And we'll never be royals (royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (ruler)
You can call me Queen Bee
And baby I'll rule, I'll rule, I'll rule, I'll rule
Let me live that fantasy
"
35,Elvis Presley,Suspicious Minds,Pop,http://azlyrics.com/lyrics/elvispresley/suspiciousminds.html,"

We're caught in a trap
I can't walk out
Because I love you too much baby

Why can't you see
What you're doing to me
When you don't believe a word I say?

We can't go on together
With suspicious minds
And we can't build our dreams
On suspicious minds

So, if an old friend I know
Stops by to say hello
Would I still see suspicion in your eyes?

Here we go again
Asking where I've been
You can't see these tears are real
I'm crying
(Yes, I'm crying)

We can't go on together
With suspicious minds
And we can't build our dreams
On suspicious minds

Oh let our love survive
I'll dry the tears from your eyes
Let's don't let a good thing die
When honey, you know I've never lied to you

Mmm yeah, yeah

We're caught in a trap
I can't walk out
Because I love you too much baby

Why can't you see
What you're doing to me
When you don't believe a word I say?

Oh, don't you know
I'm caught in a trap
I can't walk out
Because I love you too much baby

Oh, don't you know
I'm caught in a trap
I can't walk out
Because I love you too much baby

Oh, don't you know
I'm caught in a trap
I can't walk out
Because I love you too much baby

Oh, don't you know
I'm caught in a trap
I can't walk out
Because I love you too much baby

Oh, don't you know
I'm caught in a trap
I can't walk out
Because I love you too much baby

Oh, don't you know
I'm caught in a trap
I can't walk out
Because I love you too much baby

Oh, don't you know
I'm caught in a trap
"
