Track name,Artist name,Album,Playlist name,Type,ISRC
"Last Goodbye","Jeff Buckley","So Real: Songs From Jeff Buckley","Singer/Songwriter","Playlist","USSM19400913"
"Knockin' On Heaven's Door","Bob Dylan","PAT GARRETT & BILLY THE KID Original Soundtrack Recording","Singer/Songwriter","Playlist","USSM10024015"
"Just Like a Woman","Bob Dylan","Blonde On Blonde","Singer/Songwriter","Playlist","USSM19921965"
"Hey Hey, My My (Into The Black)","Neil Young","Rust Never Sleeps","Singer/Songwriter","Playlist","USRE19901385"
"Hurricane","Bob Dylan","Desire","Singer/Songwriter","Playlist","USSM17500791"
"Jealous Guy - Remastered 2010","John Lennon","Imagine","Singer/Songwriter","Playlist","GBAYE1000771"
"River Man","Nick Drake","Five Leaves Left","Singer/Songwriter","Playlist","GBAAN7000013"
"Ode To Billie Joe","Bobbie Gentry","Ode To Billie Joe","Singer/Songwriter","Playlist","USCN18900028"
"Atlantic City","Bruce Springsteen","Nebraska","Singer/Songwriter","Playlist","USSM18200422"
"A Case of You","Joni Mitchell","Blue","Singer/Songwriter","Playlist","USRE19600208"
"Ballad of a Thin Man","Bob Dylan","Highway 61 Revisited","Singer/Songwriter","Playlist","USSM19922505"
"Tiny Dancer","Elton John","Madman Across The Water","Singer/Songwriter","Playlist","GBAMB7100001"
"A Hard Rain's A-Gonna Fall","Bob Dylan","The Freewheelin' Bob Dylan","Singer/Songwriter","Playlist","USSM16201242"
"The Needle and the Damage Done - 2009 Remaster","Neil Young","Harvest (2009 Remaster)","Singer/Songwriter","Playlist","USRE10900206"
"Masters of War","Bob Dylan","The Freewheelin' Bob Dylan","Singer/Songwriter","Playlist","USSM16300212"
"After the Gold Rush","Neil Young","After the Gold Rush (2009 Remaster)","Singer/Songwriter","Playlist","USRE10900209"
"You're So Vain","Carly Simon","No Secrets","Singer/Songwriter","Playlist","USEE19900883"
"Piano Man","Billy Joel","Piano Man (Legacy Edition)","Singer/Songwriter","Playlist","USSM17300504"
"It's Alright, Ma (I'm Only Bleeding)","Bob Dylan","Bringing It All Back Home","Singer/Songwriter","Playlist","USSM19922517"
"Don't Think Twice, It's All Right","Bob Dylan","The Freewheelin' Bob Dylan","Singer/Songwriter","Playlist","USSM19922903"
"Sail Away - 2002 Remaster","Randy Newman","Sail Away (Expanded & Remastered Edition)","Singer/Songwriter","Playlist","USRE10200108"
"Big Yellow Taxi","Joni Mitchell","Ladies of the Canyon","Singer/Songwriter","Playlist","USRE19600222"
"You Want It Darker","Leonard Cohen","You Want It Darker","Singer/Songwriter","Playlist","CAC221600005"
"Down By The Water","PJ Harvey","To Bring You My Love","Singer/Songwriter","Playlist","GBAAN9500039"
"You've Got To Hide Your Love Away - Remastered","The Beatles","Help! (Remastered)","Singer/Songwriter","Playlist","GBAYE0601467"
"Hurt","Nine Inch Nails","The Downward Spiral","Singer/Songwriter","Playlist","USIR19400538"
"Waltz #2 (XO)","Elliott Smith","XO","Singer/Songwriter","Playlist","USDW19804802"
"Rosalita (Come out Tonight)","Bruce Springsteen","The Wild, The Innocent And The E Street Shuffle","Singer/Songwriter","Playlist","USSM10000642"
"Into My Arms - 2011 - Remaster","Nick Cave & The Bad Seeds","The Boatman’s Call (2011 - Remaster)","Singer/Songwriter","Playlist","GBAJH1000649"
"Blind Willie McTell - Studio Outtake - 1983","Bob Dylan","The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991","Singer/Songwriter","Playlist","USSM18300188"
"Luka","Suzanne Vega","Solitude Standing","Singer/Songwriter","Playlist","USAM18704255"
"Sea Song","Robert Wyatt","Rock Bottom","Singer/Songwriter","Playlist","GBCEL0800609"
"Help Me","Joni Mitchell","Rhino Hi-Five: Joni Mitchell","Singer/Songwriter","Playlist","USEE10001275"
"Like a Hurricane","Neil Young","Decade","Singer/Songwriter","Playlist","USRE19900430"
"All Along the Watchtower","Bob Dylan","John Wesley Harding","Singer/Songwriter","Playlist","USSM19922549"
"Blackbird - Remastered","The Beatles","The Beatles (Remastered)","Singer/Songwriter","Playlist","GBAYE0601654"
"I Want You","Bob Dylan","Blonde On Blonde","Singer/Songwriter","Playlist","USSM19921962"
"So Long, Marianne","Leonard Cohen","The Best Of Leonard Cohen","Singer/Songwriter","Playlist","USSM10013406"
"Madame George - 1999 Remaster","Van Morrison","Astral Weeks","Singer/Songwriter","Playlist","USWB19901652"
"Grace","Jeff Buckley","Grace","Singer/Songwriter","Playlist","USSM19400912"
"Werewolves of London","Warren Zevon","Excitable Boy","Singer/Songwriter","Playlist","USEE10610109"
"The greatest","Lana Del Rey","Norman Fucking Rockwell!","Singer/Songwriter","Playlist","GBUM71903151"
"Mr. Tambourine Man","Bob Dylan","Bringing It All Back Home","Singer/Songwriter","Playlist","USSM19922515"
"All Too Well","Taylor Swift","Red (Deluxe Edition)","Singer/Songwriter","Playlist","USCJY1231021"
"You've Got a Friend","Carole King","Tapestry","Singer/Songwriter","Playlist","USSM17100504"
"The Barrel","Aldous Harding","Designer","Singer/Songwriter","Playlist","GBAFL1800151"
"Graceland","Paul Simon","The Paul Simon Collection: On My Way, Don't Know Where I'm Going","Singer/Songwriter","Playlist","USSM11002255"
"Chelsea Hotel #2","Leonard Cohen","New Skin For The Old Ceremony","Singer/Songwriter","Playlist","USSM10203146"
"Free Man in Paris","Joni Mitchell","Dreamland","Singer/Songwriter","Playlist","USEA20100002"
"Criminal","Fiona Apple","Tidal","Singer/Songwriter","Playlist","USSM19600947"
"New York","St. Vincent","MASSEDUCTION","Singer/Songwriter","Playlist","USC4R1702182"
"Where Are We Now?","David Bowie","The Next Day","Singer/Songwriter","Playlist","USRF31300005"
"The Greatest","Cat Power","The Greatest","Singer/Songwriter","Playlist","USMTD0662601"
"Mississippi","Bob Dylan","Love And Theft","Singer/Songwriter","Playlist","USSM10108060"
"Where the Wild Roses Grow","Nick Cave & The Bad Seeds","Murder Ballads (Remastered)","Singer/Songwriter","Playlist","GBAJH1000593"
"Into The Mystic","Van Morrison","Moondance","Singer/Songwriter","Playlist","USWB19900492"
"Streets of Philadelphia","Bruce Springsteen","The Essential Bruce Springsteen","Singer/Songwriter","Playlist","USSM19303834"
"Sad-Eyed Lady of the Lowlands","Bob Dylan","Blonde On Blonde","Singer/Songwriter","Playlist","USSM19921971"
"Between The Bars","Elliott Smith","Either Or","Singer/Songwriter","Playlist","GBCEL0500102"
"Not Dark Yet","Bob Dylan","Time Out Of Mind","Singer/Songwriter","Playlist","USSM19701400"
"Song to the Siren","Tim Buckley","Starsailor","Singer/Songwriter","Playlist","USWB10100143"
"Laura","Bat For Lashes","The Haunted Man","Singer/Songwriter","Playlist","GB5KW1200125"
"Every Single Night","Fiona Apple","The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do","Singer/Songwriter","Playlist","USSM11202377"
"Badlands","Bruce Springsteen","Darkness On the Edge of Town","Singer/Songwriter","Playlist","USSM11002492"
"Pancho and Lefty","Townes Van Zandt","Legend, Vol. 1","Singer/Songwriter","Playlist","GBAWA0518517"
"Simple Twist of Fate","Bob Dylan","Blood On The Tracks","Singer/Songwriter","Playlist","USSM19906469"
"Girl from the North Country","Bob Dylan","The Freewheelin' Bob Dylan","Singer/Songwriter","Playlist","USSM19922898"
"Tom Traubert's Blues (Four Sheets To The Wind In Copenhagen)","Tom Waits","Used Songs (1973-1980)","Singer/Songwriter","Playlist","USEE10170288"
"God - Remastered 2010","John Lennon","Plastic Ono Band","Singer/Songwriter","Playlist","GBAYE1000766"
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster","Eric Clapton","Unplugged (Deluxe Edition)","Singer/Songwriter","Playlist","USRE11300314"
"Dancing Barefoot","Patti Smith","Wave","Singer/Songwriter","Playlist","USAR19900952"
"Slow Burn","Kacey Musgraves","Golden Hour","Singer/Songwriter","Playlist","USUM71800128"
"Give Peace A Chance - Remastered 2010","The Plastic Ono Band","Gimme Some Truth","Singer/Songwriter","Playlist","GBAYE1000933"
"Return of the Grievous Angel - 2006 Remaster","Gram Parsons","Grievous Angel","Singer/Songwriter","Playlist","USRE10700769"
"I Ain't Marching Anymore","Phil Ochs","I Ain't Marching Anymore","Singer/Songwriter","Playlist","USEE10182544"
"Sweet Caroline - Single Version","Neil Diamond","Classic Neil Diamond - The Universal Masters Collection","Singer/Songwriter","Playlist","USMC16946626"
"Shelter from the Storm","Bob Dylan","Blood On The Tracks","Singer/Songwriter","Playlist","USSM19906476"
"Land: Horses / Land of a Thousand Dances / La Mer(de)","Patti Smith","Horses (Legacy Edition)","Singer/Songwriter","Playlist","USAR17500207"
"Night Shift","Lucy Dacus","Historian","Singer/Songwriter","Playlist","USMTD1810669"
"Lay, Lady, Lay","Bob Dylan","Nashville Skyline","Singer/Songwriter","Playlist","USSM16900827"
"Shipbuilding","Elvis Costello & The Attractions","Punch The Clock","Singer/Songwriter","Playlist","GBASQ8300275"
"Motion Sickness","Phoebe Bridgers","Stranger in the Alps","Singer/Songwriter","Playlist","USJ5G1714202"
"I See A Darkness","Bonnie Prince Billy","I See A Darkness","Singer/Songwriter","Playlist","GBCEL9900003"
"Jubilee Street","Nick Cave & The Bad Seeds","Push the Sky Away","Singer/Songwriter","Playlist","GBSG41200004"
"Miss Misery (Early Version)","Elliott Smith","New Moon (2xCD)","Singer/Songwriter","Playlist","USKRS0745511"
"Should Have Known Better","Sufjan Stevens","Carrie & Lowell","Singer/Songwriter","Playlist","US64G1509902"
"Way To Blue","Nick Drake","Five Leaves Left","Singer/Songwriter","Playlist","GBAAN7000011"
"Both Sides Now","Joni Mitchell","Clouds","Singer/Songwriter","Playlist","USRE19600234"
"It's All Over Now, Baby Blue","Bob Dylan","Bringing It All Back Home","Singer/Songwriter","Playlist","USSM16501144"
"I Want You","Elvis Costello & The Attractions","Blood And Chocolate","Singer/Songwriter","Playlist","GBASQ8600339"
"Coat of Many Colors","Dolly Parton","Coat Of Many Colors","Singer/Songwriter","Playlist","USRN17100007"
"Avant Gardener","Courtney Barnett","The Double EP: A Sea of Split Peas","Singer/Songwriter","Playlist","GBXFC1300066"
"First Day Of My Life","Bright Eyes","I'm Wide Awake, It's Morning","Singer/Songwriter","Playlist","US2U60507206"
"Northern Sky","Nick Drake","Bryter Layter","Singer/Songwriter","Playlist","GBAAN7000016"
"Me & My Dog","Julien Baker","boygenius","Singer/Songwriter","Playlist","USMTD1812082"
"Just the Way You Are","Billy Joel","The Stranger (Legacy Edition)","Singer/Songwriter","Playlist","USSM17700371"
"Good Intentions Paving Company","Joanna Newsom","Have One On Me","Singer/Songwriter","Playlist","US58L1039004"
"The Heart Of Saturday Night","Tom Waits","The Heart Of Saturday Night","Singer/Songwriter","Playlist","USEE10801184"
"Backstreets","Bruce Springsteen","Born To Run","Singer/Songwriter","Playlist","USSM19904338"
"Fourth of July","Sufjan Stevens","Carrie & Lowell","Singer/Songwriter","Playlist","US64G1509906"
"Highway 61 Revisited","Bob Dylan","Highway 61 Revisited","Singer/Songwriter","Playlist","USSM19922503"
"Forever Young - Slow Version","Bob Dylan","Planet Waves","Singer/Songwriter","Playlist","USSM10103301"
"Downtown Train","Tom Waits","Rain Dogs","Singer/Songwriter","Playlist","USIR28500398"
"All I Wanna Do","Sheryl Crow","Tuesday Night Music Club","Singer/Songwriter","Playlist","USAM19300013"
"The Lonesome Death of Hattie Carroll","Bob Dylan","The Times They Are A-Changin'","Singer/Songwriter","Playlist","USSM10007460"
"John Wayne Gacy. Jr.","Sufjan Stevens","Illinois","Singer/Songwriter","Playlist","GBCVZ0501212"
"Levi Stubbs' Tears","Billy Bragg","Talking With the Taxman About Poetry","Singer/Songwriter","Playlist","GBCEJ0300132"
"Racing in the Street","Bruce Springsteen","Darkness On the Edge of Town","Singer/Songwriter","Playlist","USSM11002496"
"Every Grain of Sand","Bob Dylan","Shot Of Love","Singer/Songwriter","Playlist","USSM10000844"
"If You Could Read My Mind","Gordon Lightfoot","Rhino Hi-Five: Gordon Lightfoot","Singer/Songwriter","Playlist","USRE19900467"
"Avec le temps","Léo Ferré","Avec Le Temps - Les Chansons D'Amour","Singer/Songwriter","Playlist","FRZ017100110"
"Chuck E's in Love","Rickie Lee Jones","Rhino Hi-Five: Rickie Lee Jones","Singer/Songwriter","Playlist","USWB17900075"
"Helpless","Crosby, Stills, Nash & Young","Deja Vu","Singer/Songwriter","Playlist","USAT20901932"
"Sam Stone","John Prine","John Prine","Singer/Songwriter","Playlist","USAT20104799"
"Idiot Wind","Bob Dylan","Blood On The Tracks","Singer/Songwriter","Playlist","USSM19906471"
"Cornflake Girl","Tori Amos","Under the Pink","Singer/Songwriter","Playlist","USAT29400050"
"Sheela-na-gig","PJ Harvey","Dry","Singer/Songwriter","Playlist","GBBNZ9200001"
"On The Beach - Remastered","Neil Young","On The Beach (Remastered)","Singer/Songwriter","Playlist","USRE10300541"
"Stuck Inside of Mobile with the Memphis Blues Again","Bob Dylan","Blonde On Blonde","Singer/Songwriter","Playlist","USSM19921963"
"Tower Of Song","Leonard Cohen","I'm Your Man","Singer/Songwriter","Playlist","NLB638600186"
"Car Wheels On A Gravel Road","Lucinda Williams","Car Wheels On A Gravel Road (Deluxe Edition)","Singer/Songwriter","Playlist","USMR19889007"
"4th of July, Asbury Park (Sandy)","Bruce Springsteen","The Wild, the Innocent & The E Street Shuffle","Singer/Songwriter","Playlist","USSM10000638"
"Tonight's The Night","Neil Young","Tonight's The Night","Singer/Songwriter","Playlist","USRE10100325"
"The Words That Maketh Murder","PJ Harvey","Let England Shake","Singer/Songwriter","Playlist","GBUM71027780"
"Your Love is Killing Me","Sharon Van Etten","Are We There","Singer/Songwriter","Playlist","US38Y1425503"
"Harvest Moon","Neil Young","Harvest Moon","Singer/Songwriter","Playlist","USRE19900694"
"River","Joni Mitchell","Blue","Singer/Songwriter","Playlist","USRE19600231"
"The Future","Leonard Cohen","The Future","Singer/Songwriter","Playlist","USSM10023051"
"Alone Again (Naturally)","Gilbert O'Sullivan","The Berry Vest Of Gilbert O'Sullivan","Singer/Songwriter","Playlist","GBEQJ0400002"
"Things Have Changed - Single Version","Bob Dylan","Wonder Boys - Music From The Motion Picture","Singer/Songwriter","Playlist","USSM19932378"
"New York, New York","Ryan Adams","Gold","Singer/Songwriter","Playlist","USMR10110189"
"Sweet Thing - 1999 Remaster","Van Morrison","Astral Weeks","Singer/Songwriter","Playlist","USWB19901649"
"Mother - Remastered 2010","John Lennon","Plastic Ono Band","Singer/Songwriter","Playlist","GBAYE1000758"
"Vincent","Don McLean","American Pie","Singer/Songwriter","Playlist","USEM38600091"
"Pure Comedy","Father John Misty","Pure Comedy","Singer/Songwriter","Playlist","USSUB1620001"
"Pink Houses","John Mellencamp","Words & Music: John Mellencamp's Greatest Hits (International Version - Brilliant Box Package)","Singer/Songwriter","Playlist","USJM18300001"
"Old Man - 2009 Remaster","Neil Young","Harvest (2009 Remaster)","Singer/Songwriter","Playlist","USRE10900203"
"I Need You","Nick Cave & The Bad Seeds","Skeleton Tree","Singer/Songwriter","Playlist","GBSG41600009"
"Mushaboom","Feist","Let It Die","Singer/Songwriter","Playlist","FRZ020302530"
"Things Behind The Sun","Nick Drake","Pink Moon","Singer/Songwriter","Playlist","GBAAN7000012"
"Darkness On the Edge of Town","Bruce Springsteen","Darkness On the Edge of Town","Singer/Songwriter","Playlist","USSM11002501"
"50 Ways to Leave Your Lover","Paul Simon","Still Crazy After All These Years","Singer/Songwriter","Playlist","USSM11002304"
"Everybody Knows","Leonard Cohen","I'm Your Man","Singer/Songwriter","Playlist","USSM10027491"
"Only Love Can Break Your Heart","Neil Young","After the Gold Rush (2009 Remaster)","Singer/Songwriter","Playlist","USRE10900210"
"My My, Hey Hey (Out Of The Blue)","Neil Young","Rust Never Sleeps","Singer/Songwriter","Playlist","USRE19901377"
"Constant Craving","k.d. lang","Recollection","Singer/Songwriter","Playlist","USNO10900460"
"It Ain't Me Babe","Bob Dylan","Another Side Of Bob Dylan","Singer/Songwriter","Playlist","USSM16401179"
"Once Around the Block","Badly Drawn Boy","The Hour of Bewilderbeast","Singer/Songwriter","Playlist","GBBKS9900093"
"Year of the Cat","Al Stewart","Year of the Cat","Singer/Songwriter","Playlist","USRH10650441"
"Stay","Lisa Loeb & Nine Stories","Tails","Singer/Songwriter","Playlist","USGF19573414"
"Dirty Blvd.","Lou Reed","New York","Singer/Songwriter","Playlist","USWB19903632"
"Woodstock","Joni Mitchell","Ladies of the Canyon","Singer/Songwriter","Playlist","USRE19600223"
"The Ghost of Tom Joad","Bruce Springsteen","The Ghost Of Tom Joad","Singer/Songwriter","Playlist","USSM19501784"
"I Feel the Earth Move","Carole King","Tapestry","Singer/Songwriter","Playlist","USSM17100508"
"You Wear It Well","Rod Stewart","Never A Dull Moment","Singer/Songwriter","Playlist","USPR37200070"
"Ironic","Alanis Morissette","Jagged Little Pill","Singer/Songwriter","Playlist","USMV29400003"
"The Ship Song - 2010 Digital Remaster","Nick Cave & The Bad Seeds","The Good Son","Singer/Songwriter","Playlist","GBAJH0900626"
"County Line","Cass McCombs","Wit's End","Singer/Songwriter","Playlist","GBCEL1100047"
"The Man with the Child in His Eyes","Kate Bush","The Kick Inside","Singer/Songwriter","Playlist","GBAYE7800107"
"Le Déserteur","Boris Vian","Boris Vian - Le siècle d'or: Chansons réalistes","Singer/Songwriter","Playlist","FRZ335548040"
"Needle In The Hay","Elliott Smith","Elliott Smith","Singer/Songwriter","Playlist","GBCEL9800049"
"Julia - Remastered","The Beatles","The Beatles (Remastered)","Singer/Songwriter","Playlist","GBAYE0601660"
"God's Song (That's Why I Love Mankind) - 2002 Remaster","Randy Newman","Sail Away (Expanded & Remastered Edition)","Singer/Songwriter","Playlist","USRE10200119"
"Homeward Bound","Simon & Garfunkel","Parsley, Sage, Rosemary And Thyme","Singer/Songwriter","Playlist","USSM16501155"
"Louisiana 1927 - 2002 Remaster","Randy Newman","Good Old Boys","Singer/Songwriter","Playlist","USRE10200101"
"Late For The Sky - Remastered","Jackson Browne","Late For The Sky","Singer/Songwriter","Playlist","USEE17400002"
"Bright Horses","Nick Cave & The Bad Seeds","Ghosteen","Singer/Songwriter","Playlist","GBSG41900002"
"The Wreck of the Edmund Fitzgerald","Gordon Lightfoot","Summertime Dream","Singer/Songwriter","Playlist","USRE10901163"
"Time In A Bottle","Jim Croce","You Don't Mess Around With Jim","Singer/Songwriter","Playlist","GBAJE7200780"
"Lost Cause","Beck","Sea Change","Singer/Songwriter","Playlist","USIR10211441"
"This Woman's Work","Kate Bush","The Sensual World","Singer/Songwriter","Playlist","USSM10026373"
"I Shall Be Released - Alternate Take","Bob Dylan","The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991","Singer/Songwriter","Playlist","USSM16700185"
"Cyprus Avenue - 1999 Remaster","Van Morrison","Astral Weeks","Singer/Songwriter","Playlist","USWB19901650"
"Alice's Restaurant Massacree","Arlo Guthrie","Alice's Restaurant","Singer/Songwriter","Playlist","USRE19900756"
"Le poinçonneur des Lilas","Serge Gainsbourg","Du Chant A La Une","Singer/Songwriter","Playlist","FRZ035800520"
"Oh! You Pretty Things - 2015 Remaster","David Bowie","Hunky Dory (2015 Remaster)","Singer/Songwriter","Playlist","USJT11500129"
"Waitin' Around To Die","Townes Van Zandt","For The Sake Of The Song","Singer/Songwriter","Playlist","GBCEL0900034"
"Girlfriend","Matthew Sweet","Girlfriend (Legacy Edition)","Singer/Songwriter","Playlist","USVR19100001"
"Peach, Plum, Pear","Joanna Newsom","Not Available on Spotify","Singer/Songwriter","Playlist",""
"Les copains d'abord","Georges Brassens","Les Copains D'Abord","Singer/Songwriter","Playlist","FRZ036400060"
"Jesus Alone","Nick Cave & The Bad Seeds","Skeleton Tree","Singer/Songwriter","Playlist","GBSG41600001"
"Amsterdam - Live Olympia 1964","Jacques Brel","Amsterdam","Singer/Songwriter","Playlist","FRZ016400030"
"Wakin on a Pretty Day","Kurt Vile","Wakin On A Pretty Daze","Singer/Songwriter","Playlist","USMTD1303437"
"Coney Island Baby","Lou Reed","Coney Island Baby","Singer/Songwriter","Playlist","USRC17507700"
"A Man Needs a Maid","Neil Young","Harvest","Singer/Songwriter","Playlist","USRE19900181"
"Construção","Chico Buarque","Construção","Singer/Songwriter","Playlist","BRPGD7100036"
"I Guess That's Why They Call It The Blues","Elton John","Too Low For Zero (Remastered With Bonus Tracks)","Singer/Songwriter","Playlist","GBALX8300088"
"Bird on the Wire","Leonard Cohen","Songs From a Room","Singer/Songwriter","Playlist","USSM19917381"
"First We Take Manhattan","Leonard Cohen","I'm Your Man","Singer/Songwriter","Playlist","NLB638600181"
"Innocent When You Dream (Barroom)","Tom Waits","Franks Wild Years","Singer/Songwriter","Playlist","USWWW0127611"
"Cross Bones Style","Cat Power","Moon Pix","Singer/Songwriter","Playlist","USMTD9828610"
"Stoned Soul Picnic","Laura Nyro","Eli And The Thirteenth Confession","Singer/Songwriter","Playlist","USSM16801636"
"My Back Pages","Bob Dylan","Another Side Of Bob Dylan","Singer/Songwriter","Playlist","USSM16401176"
"Every Time the Sun Comes Up","Sharon Van Etten","Are We There","Singer/Songwriter","Playlist","US38Y1425511"
"Kodachrome","Paul Simon","There Goes Rhymin' Simon","Singer/Songwriter","Playlist","USSM11002044"
"Short People","Randy Newman","Little Criminals","Singer/Songwriter","Playlist","USWB19901943"
"Love Minus Zero","Bob Dylan","Bringing It All Back Home","Singer/Songwriter","Playlist","USSM16500801"
"The Promised Land","Bruce Springsteen","Darkness On the Edge of Town","Singer/Songwriter","Playlist","USSM11002497"
"No Children","The Mountain Goats","Tallahassee","Singer/Songwriter","Playlist","GBAFL0101077"
"Blue","Joni Mitchell","Blue","Singer/Songwriter","Playlist","USRE17100013"
"Running the World","Jarvis Cocker","Running the World","Singer/Songwriter","Playlist","GBCVZ0601619"
"Father And Son","Yusuf / Cat Stevens","Tea For The Tillerman (Remastered)","Singer/Songwriter","Playlist","GBAAN7000042"
"1952 Vincent Black Lightning","Richard Thompson","Rumor And Sigh","Singer/Songwriter","Playlist","USCA29100729"
"Everybody's Talkin'","Fred Neil","The Many Sides Of Fred Neil","Singer/Songwriter","Playlist","USCA29601958"
"Free Money - Remastered","Patti Smith","Horses","Singer/Songwriter","Playlist","USAR19901259"
"Lost in the Flood","Bruce Springsteen","Greetings from Asbury Park, N.J.","Singer/Songwriter","Playlist","USSM17300689"
"My City Of Ruins","Bruce Springsteen","The Rising","Singer/Songwriter","Playlist","USSM10209171"
"The Only Living Boy in New York","Simon & Garfunkel","Bridge Over Troubled Water","Singer/Songwriter","Playlist","USSM10103875"
"Brick","Ben Folds Five","Whatever And Ever Amen (Remastered Edition)","Singer/Songwriter","Playlist","USSM19603695"
"I Think It's Going to Rain Today","Randy Newman","Randy Newman","Singer/Songwriter","Playlist","USRE10101055"
"At Seventeen","Janis Ian","Between The Lines","Singer/Songwriter","Playlist","USSM19915272"
"Political Science - 2002 Remaster","Randy Newman","Sail Away (Expanded & Remastered Edition)","Singer/Songwriter","Playlist","USRE10200114"
"Mas, Que Nada!","Jorge Ben Jor","Samba Esquema Novo","Singer/Songwriter","Playlist","BRMCA6300083"
"Ambulance Blues - Remastered","Neil Young","On The Beach (Remastered)","Singer/Songwriter","Playlist","USRE10300543"
"Real Death","Mount Eerie","A Crow Looked at Me","Singer/Songwriter","Playlist","QM4TW1702904"
"Black Horse And The Cherry Tree","KT Tunstall","Eye To The Telescope","Singer/Songwriter","Playlist","GBGLM0400102"
"Wild Wood","Paul Weller","Wild Wood","Singer/Songwriter","Playlist","GBAQT9400003"
"Solid Air","John Martyn","Solid Air (Remastered)","Singer/Songwriter","Playlist","GBAAN7300039"
"Nebraska","Bruce Springsteen","Nebraska","Singer/Songwriter","Playlist","USSM18200421"
"Death with Dignity","Sufjan Stevens","Carrie & Lowell","Singer/Songwriter","Playlist","US64G1509901"
"Time","Tom Waits","Rain Dogs","Singer/Songwriter","Playlist","USIR28500399"
