,artist,title,genre,lyrics,URL
10,The Kingsmen,Louie Louie,RnB,"

Louie, Louie, oh no, I said we gotta go
Yeah yeah yeah yeah yeah I said
Louie, Louie, oh baby, I said we gotta go

A fine little girl, she waits for me
Me catch a ship across the sea
Me sail that ship all alone
Me never think how I'll make it home

Louie, Louie, no, no, no, no, no, I said we gotta go
Oh no, I said
Louie, Louie, oh baby, I said we gotta go

Three nights and days I sail the sea
I think of girl constantly
On that ship, I dream she there
I smell the rose in her hair

Louie, Louie, oh no, I said we gotta go
Yeah, yeah, yeah, yeah I said 
Louie, Louie, oh baby, I said we gotta go

Okay, let's give it to 'em, right now! 

Me see
Me see Jamaican moon above
It won't be long me see me love
Me take her in my arms and then
I tell her I'll never leave again

Louie, Louie, oh no, I said we gotta go
Yeah, yeah, yeah, yeah I said
Louie, Louie, oh baby, I said we gotta go

I said we gotta go now

Let's get on outta here

Let's go!
",http://azlyrics.com/lyrics/kingsmen/louielouie.html
11,The Jackson 5,I Want You Back,RnB,,http://azlyrics.com/lyrics/jackson5/iwantyouback.html
12,Gnarls Barkley,Crazy,RnB,"

I remember when
I remember, I remember when I lost my mind
There was something so pleasant about that place
Even your emotions have an echo, in so much space, mmm
And when you're out there without care
Yeah, I was out of touch
But it wasn't because I didn't know enough
I just knew too much, mm

Does that make me crazy?
Does that make me crazy?
Does that make me crazy?
Possibly

And I hope that you are having the time of your life
But think twice, that's my only advice, mm
Come on now, who do you
Who do you, who do you, who do you think you are?
Ha, ha, ha, bless your soul
You really think you're in control?

Well, I think you're crazy
I think you're crazy
I think you're crazy
Just like me

My heroes had the heart to lose their lives out on the limb
And all I remember is thinkin' I wanna be like them, mm-hmm
Ever since I was little
Ever since I was little, it looked like fun
And it's no coincidence I've come
And I can die when I'm done

But maybe I'm crazy
Maybe you're crazy
Maybe we're crazy
Probably

Mm-woah, ooh
Ooh, woo-ooh
Ooh, ooh
Ooh-hoo, mm-hmm
",http://azlyrics.com/lyrics/gnarlsbarkley/crazy.html
13,Ben E. King,Stand By Me,RnB,"

When the night has come
And the land is dark
And the moon is the only light we'll see
No, I won't be afraid
Oh, I won't be afraid
Just as long as you stand
Stand by me

So darlin', darlin'
Stand by me, oh, stand by me
Oh, stand, stand by me
Stand by me

If the sky that we look upon
Should tumble and fall
Or the mountain should crumble to the sea
I won't cry, I won't cry
No, I won't shed a tear
Just as long as you stand
Stand by me

And darlin', darlin'
Stand by me, oh, stand by me
Oh, stand now, stand by me
Stand by me

Darlin', darlin'
Stand by me, oh, stand by me
Oh, stand now, stand by me
Stand by me
Whenever you're in trouble 
Won't you stand by me?
Oh, stand by me
Won't you stand now?
Oh, stand, stand by me
",http://azlyrics.com/lyrics/beneking/standbyme.html
14,Ike & Tina Turner,River Deep,RnB,,http://azlyrics.com/lyrics/iketinaturner/riverdeep.html
15,The Animals,House of the Rising Sun,RnB,"

There is a house in New Orleans
They call the Rising Sun
And it's been the ruin of many a poor boy
And God, I know I'm one

My mother was a tailor
She sewed my new blue jeans
My father was a gamblin' man
Down in New Orleans

Now the only thing a gambler needs
Is a suitcase and a trunk
And the only time he's satisfied
Is when he's all drunk

[Organ Solo]

Oh mother, tell your children
Not to do what I have done
Spend your lives in sin and misery
In the House of the Rising Sun

Well, I got one foot on the platform
The other foot on the train
I'm goin' back to New Orleans
To wear that ball and chain

Well, there is a house in New Orleans
They call the Rising Sun
And it's been the ruin of many a poor boy
And God, I know I'm one
",http://azlyrics.com/lyrics/animals/houseoftherisingsun.html
16,Al Green,Let's Stay Together,RnB,"

Let's stay together

I'm, I'm so in love with you
Whatever you want to do
Is alright with me
'Cause you make me feel so brand new
And I want to spend my life with you

Let me say that since, baby
Since we've been together
Loving you forever
Is what I need
Let me be the one you come running to
I'll never be untrue

Oh, baby, let's, let's stay together
Loving you whether, whether
Times are good or bad, happy or sad

Whether times are good or bad, happy or sad

Why, somebody, why people break-up
Oh, turn around and make-up
I just can't see
You'd never do that to me
Would you, baby?
Just being around you is all I see

Here's what I want us to do

Let's, we ought to stay together
Loving you whether, whether
Times are good or bad, happy or sad
Come on

Let's, let's stay together
Loving you whether, whether
Times are good or bad, happy or sad
",http://azlyrics.com/lyrics/algreen/letsstaytogether.html
17,Martha Reeves & The Vandellas,Dancing In The Street,RnB,,http://azlyrics.com/lyrics/marthareevesvandellas/dancinginthestreet.html
18,Four Tops,Reach Out I'll Be There,RnB,"

Now if you feel that you can't go on (can't go on)
Because all of your hope is gone (all your hope is gone)
And your life is filled with much confusion (much confusion)
Until happiness is just an illusion (happiness is just an illusion)
And your world around is crumbling down, darlin'

(Reach out) Come on girl reach on out for me
(Reach out) Reach out for me
Hah, I'll be there with a love that will shelter you
I'll be there with a love that will see you through

When you feel lost and about to give up (to give up)
'Cause your best just ain't good enough (just ain't good enough)
And your feel the world has grown cold (has grown cold)
And your drifting out all on your own (drifting out on your own)
And you need a hand to hold, darlin'

(Reach out) Come on girl, reach out for me
(Reach out) Reach out for me
Hah, I'll be there to love and comfort you
And I'll be there to cherish and care for you

(I'll be there to always see you through)
(I'll be there to love and comfort you)

I can tell the way you hang your head (hang your head)
You're not in love now, now you're afraid (you're afraid)
And through your tears you look around (look around)
But there's no peace of mind to be found (no peace of mind to be found)
I know what your thinking
You're a loner, no love of your own, but darling

(Reach out) Come on girl reach out for me
Reach out, just look over your shoulder
I'll be there to give you all the love you need
And I'll be there you can always depend on me
I'll be there
",http://azlyrics.com/lyrics/fourtops/reachoutillbethere.html
19,James Brown,Get Up (I Feel Like Being A) Sex Machine,RnB,,http://azlyrics.com/lyrics/jamesbrown/getupsexmachine.html
20,Smokey Robinson & The Miracles,The Tracks Of My Tears,RnB,,http://azlyrics.com/lyrics/smokeyrobinsonmiracles/thetracksofmytears.html
21,Frank Ocean,Pyramids,RnB,"

Set the cheetahs on the loose
There's a thief out on the move
Underneath our legion's view
They have taken Cleopatra

Run run run come back for my glory
(Cleopatra, Cleopatra)

Bring her back to me
(Cleopatra, hey oh Patra eh eh Cleopatra)

Run run run the crown of our pharaoh
(Cleopatra, Cleopatra)

The throne of our queen is empty
(Hey oh' Patra, Cleopatra)

And we'll run to the future
Shining like diamonds in a rocky world
A rocky, rocky world
Our skin like bronze and our hair like cashmere
As we march to the rhythm
On the palace floor
Chandeliers inside the pyramids
Tremble from the force
Cymbals crash inside the pyramids
Voices fill up the halls

Set the cheetahs on the loose
There's a thief out on the move
Underneath our legion's view
They have taken Cleopatra, Cleopatra

The jewel of Africa
(Jewel)
What good is a jewel that ain't still precious
How could you run off on me?
How could you run off on us?
You feel like God inside that gold
I found you laying down with Samson
And his full head of hair
I found my black queen Cleopatra
Bad dreams Cleopatra

Remove her
Send the cheetahs to the tomb
Our war is over, our queen has met her doom
No more she lives, no more serpent in her room
No more, he has killed Cleopatra, Cleopatra

Big sun coming strong through the motel blinds
Wake up to your girl for now let's call her Cleopatra, Cleopatra
I watch you fix your hair
Then put your panties on in the mirror, Cleopatra
Then your lipstick, Cleopatra
Then your six-inch heels
Catch her
She's headed to the pyramid

She's working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight

Pimping in my convos
Bubbles in my champagne
Let it be some jazz playing
Top floor motel suite, twisting my cigars
Floor model TV with the VCR
Got rubies in my damn chain
Whip ain't got no gas tank
But it still got woodgrain
Got your girl working for me
Hit the strip and my bills paid
That keep my bills paid
Hit the strip and my bills paid
Keep a nigga bills paid

She's working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid

You showed up after work I'm bathing your body
Touch you in places only I know
You're wet and you're warm just like our bathwater
Can we make love before you go
The way you say my name makes me feel like
I'm that nigga
But I'm still unemployed
You say it's big but you take it
Ride cowgirl
But your love ain't free no more, baby
But your love ain't free no more

She's working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
That's right
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
",http://azlyrics.com/lyrics/frankocean/pyramids.html
22,The Temptations,My Girl,RnB,"

I've got sunshine on a cloudy day
When it's cold outside I've got the month of May

I guess you'd say
What can make me feel this way?
My girl (my girl, my girl)
Talkin' 'bout my girl (my girl)

I've got so much honey the bees envy me
I've got a sweeter song than the birds in the trees

Well, I guess you'd say
What can make me feel this way?
My girl (my girl, my girl)
Talkin' 'bout my girl (my girl)

Hey hey hey
Hey hey hey
Ooooh

I don't need no money, fortune or fame
I've got all the riches, baby, one man can claim

Well, I guess you'd say
What can make me feel this way?
My girl (my girl, my girl)
Talkin' 'bout my girl (my girl)

I've got sunshine on a cloudy day
With my girl
I've even got the month of May
With my girl
Talkin' 'bout
Talkin' 'bout
Talkin' 'bout
My girl
Ooooh
My girl
As long as I can talk about my girl...
",http://azlyrics.com/lyrics/temptations/mygirl.html
23,Amy Winehouse,Rehab,RnB,"

They tried to make me go to rehab, but I said ""no, no, no""
Yes, I've been black, but when I come back, you'll know, know, know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab, but I won't go, go, go

I'd rather be at home with Ray
I ain't got seventy days
'Cause there's nothing
There's nothing you can teach me
That I can't learn from Mr. Hathaway

I didn't get a lot in class
But I know it don't come in a shot glass

They tried to make me go to rehab, but I said 'no, no, no'
Yes, I've been black, but when I come back, you'll know, know, know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab, but I won't go, go, go

The man said ""Why do you think you're here?""
I said ""I got no idea""
I'm gonna, I'm gonna lose my Baby
So I always keep a bottle near

He said ""I just think you're depressed""
This me ""Yeah, baby, and the rest""

They tried to make me go to rehab but I said ""no, no, no""
Yes, I've been black, but when I come back, you'll know, know, know..

I don't ever wanna drink again
I just, ooh, I just need a friend
I'm not gonna spend ten weeks
Have everyone think I'm on the mend

It's not just my pride
It's just 'til these tears have dried

They tried to make me go to rehab, but I said ""no, no, no""
Yes, I've been black, but when I come back, you'll know, know, know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab, but I won't ""go, go, go""
",http://azlyrics.com/lyrics/amywinehouse/rehab.html
24,James Brown,Papa's Got A Brand New Bag,RnB,"

Come here sister... Papa's in the swing 
He ain't too hip... about that new breed babe 
He ain't no drag 
Papa's got a brand new bag 

Come here mama... and dig this crazy scene 
He's not too fancy... but his line is pretty clean 
He ain't no drag. 
Papa's got a brand new bag 

He's doing the Jerk... 
He's doing the Fly 
Don't play him cheap 'cause you know he ain't shy 
He's doing the Monkey, the Mashed Potatoes, Jump back Jack, See you later 
alligator. 

Come here sister 
Papa's in the swing 
He ain't too hip now 
but I can dig that new breed babe; 
He ain't no drag 
He's got a brand new bag 

Oh papa! He's doing the Jerk 
Papa... he's doing the Jerk 
He's doing the twist ... just like this, 
He's doing the Fly ev'ry day and ev'ry night 
The thing's... like the Boomerang. 
Hey... come on 
Hey! Hey... come on 
Hey! Hey... he's pu tight... out of sight... 
Come on. Hey! Hey!
",http://azlyrics.com/lyrics/jamesbrown/papasgotabrandnewbag.html
25,Booker T. & the M.G.'s,Green Onions,RnB,,http://azlyrics.com/lyrics/bookertmgs/greenonions.html
26,Rihanna,Umbrella,RnB,"

Uh-huh, uh-huh (Yeah, Rihanna)
Uh-huh, uh-huh (Good Girl Gone Bad)
Uh-huh, uh-huh (Take three, action)
Uh-huh, uh-huh (Hov)

No clouds in my stones
Let it rain, I hydroplane in the bank
Coming down with the Dow Jones
When the clouds come, we gone, we Roc-A-Fella
We fly higher than weather, in G5's or better
You know me (You know me)
In anticipation for precipitation, stack chips for the rainy day
Jay—Rain Man is back
With Little Miss Sunshine, Rihanna, where you at?

You have my heart
And we'll never be worlds apart
Maybe in magazines
But you'll still be my star
Baby, 'cause in the dark
You can't see shiny cars
And that's when you need me there
With you, I'll always share
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh, eh, eh-eh

These fancy things
Will never come in between
You're part of my entity
Here for infinity
When the war has took its part
When the world has dealt its cards
If the hand is hard
Together we'll mend your heart
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh, eh, eh-eh

You can run into my arms
It's okay, don't be alarmed
Come into me
There's no distance in between our love
So gon' and let the rain pour
I'll be all you need and more
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh, eh, eh-eh

It's raining, raining
Ooh, baby, it's raining, raining
Baby, come here to me
Come into me
It's raining, raining
Ooh, baby, it's raining, raining
You can always come into me
Come into me
It's pouring rain
It's pouring rain
Come here to me
Come into me
It's pouring rain
It's pouring rain
",http://azlyrics.com/lyrics/rihanna/umbrella.html
27,The Shirelles,Will You Still Love Me Tomorrow,RnB,,http://azlyrics.com/lyrics/shirelles/willyoustilllovemetomorrow.html
28,Drake,Hotline Bling,RnB,"

You used to call me on my
You used to, you used to
Yeah

You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city, you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl, you got me down, you got me stressed out
'Cause ever since I left the city, you
Started wearing less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I've never seen before

You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city, you, you, you
You and me, we just don't get along
You make me feel like I did you wrong
Going places where you don't belong
Ever since I left the city, you
You got exactly what you asked for
Running out of pages in your passport
Hangin' with some girls I've never seen before

You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

These days, all I do is
Wonder if you're bendin' over backwards for someone else
Wonder if you're rolling up a Backwoods for someone else
Doing things I taught you, gettin' nasty for someone else
You don't need no one else
You don't need nobody else, no
Why you never alone?
Why you always touching road?
Used to always stay at home
Be a good girl, you was in the zone
Yeah, you should just be yourself
Right now, you're someone else

You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city
",http://azlyrics.com/lyrics/drake/hotlinebling.html
29,Percy Sledge,When a Man Loves a Woman,RnB,"

When a man loves a woman,
Can't keep his mind on nothin' else,
He'd change the world for the good thing he's found.
If she is bad, he can't see it,
She can do no wrong,
Turn his back on his best friend if he put her down.
When a man loves a woman,
He'll spend his very last dime
Tryin' to hold on to what he needs.
He'd give up all his comforts
And sleep out in the rain,
If she said that's the way
It ought to be.
Well, this man loves you, woman.
I gave you everything I have,
Tryin' to hold on to your heartless love.
Baby, please don't treat me bad.
When a man loves a woman,
Down deep in his soul,
She can bring him such misery.
If she is playin' him for a fool,
He's the last one to know.
Lovin' eyes can never see.
When a man loves a woman
He can do her no wrong,
He can never want
Some other girl.
Yes,When a man loves a woman
I know exactly how he feels,
'Cause baby, baby, you're my world
When a man loves a woman....
",http://azlyrics.com/lyrics/percysledge/whenamanlovesawoman.html
30,Solange,Cranes in the Sky,RnB,,http://azlyrics.com/lyrics/solange/cranesinthesky.html
31,Prince,Purple Rain,RnB,"

I never meant to cause you any sorrow
I never meant to cause you any pain
I only wanted one time to see you laughing
I only want to see you laughing in the purple rain

Purple rain, purple rain
Purple rain, purple rain
Purple rain, purple rain

I only want to see you bathing in the purple rain

I never wanted to be your weekend lover
I only wanted to be some kind of friend
Baby, I could never steal you from another
It's such a shame our friendship had to end

Purple rain, purple rain
Purple rain, purple rain
Purple rain, purple rain

I only want to see you underneath the purple rain

Honey I know, I know, I know times are changing
It's time we all reach out for something new
That means you too
You say you want a leader
But you can't seem to make up your mind
I think you better close it
And let me guide you to the purple rain

Purple rain, purple rain
Purple rain, purple rain

If you know what I'm singing about up here
C'mon, raise your hand

Purple rain, purple rain

I only want to see you, only want to see you
In the purple rain
",http://azlyrics.com/lyrics/prince/purplerain.html
