Track name,Artist name,Album,Playlist name,Type,ISRC
"O.P.P","Naughty By Nature","Naughty By Nature","Hip Hop","Playlist","USTB10250000"
"The Breaks","Kurtis Blow","The Best Of Kurtis Blow","Hip Hop","Playlist","USPR38000025"
"Rockit","Herbie Hancock","Playlist: The Very Best Of Herbie Hancock","Hip Hop","Playlist","USSM18300607"
"Ready or Not","Fugees","Greatest Hits","Hip Hop","Playlist","USSM19600051"
"Jump Around","House Of Pain","House Of Pain","Hip Hop","Playlist","USTB10300119"
"Black Skinhead","Kanye West","Yeezus","Hip Hop","Playlist","USUM71307719"
"We The People....","A Tribe Called Quest","We got it from Here... Thank You 4 Your service","Hip Hop","Playlist","USSM11609280"
"Norf Norf","Vince Staples","Summertime '06","Hip Hop","Playlist","USUM71507721"
"Dry Your Eyes","The Streets","Dry Your Eyes","Hip Hop","Playlist","GBFFS0400021"
"Grindin'","Clipse","Lord Willin'","Hip Hop","Playlist","USAR10100812"
"POWER","Kanye West","My Beautiful Dark Twisted Fantasy","Hip Hop","Playlist","USUM71018220"
"Black Beatles","Rae Sremmurd","SremmLife 2 (Deluxe)","Hip Hop","Playlist","USUM71603293"
"Regulate","Warren G","Regulate G Funk (Enhanced Reissue)","Hip Hop","Playlist","USPR39401366"
"Weak Become Heroes","The Streets","Original Pirate Material","Hip Hop","Playlist","GBFFS0200010"
"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper","Coloring Book","Hip Hop","Playlist","TCACO1667423"
"I Know You Got Soul","Eric B. & Rakim","Paid In Full","Hip Hop","Playlist","USIR28700018"
"All Of The Lights","Kanye West","My Beautiful Dark Twisted Fantasy","Hip Hop","Playlist","USUM71027273"
"Shook Ones, Pt. II","Mobb Deep","The Infamous","Hip Hop","Playlist","USRC19401295"
"Tennessee","Arrested Development","3 Years, 5 Months And 2 Days In The Life Of...","Hip Hop","Playlist","USCH39200021"
"XO Tour Llif3","Lil Uzi Vert","Luv Is Rage 2","Hip Hop","Playlist","USAT21703440"
"Hypnotize - 2014 Remaster","The Notorious B.I.G.","Life After Death (2014 Remastered Edition)","Hip Hop","Playlist","USAT21402725"
"Gangsta's Paradise (feat. L.V.)","Coolio","Gangsta's Paradise","Hip Hop","Playlist","USTB10250016"
"Big Pimpin'","JAY-Z","Volume. 3... Life and Times of S. Carter","Hip Hop","Playlist","USDJ29905922"
"The Rain (Supa Dupa Fly)","Missy Elliott","Supa Dupa Fly","Hip Hop","Playlist","USEW19709504"
"Bonkers - Radio Edit","Dizzee Rascal","Bonkers","Hip Hop","Playlist","GBPVV0900240"
"Hard Knock Life - The Ghetto Anthem","JAY-Z","Vol. 2 Hard Knock Life","Hip Hop","Playlist","USUM70503151"
"Intergalactic - Remastered 2009","Beastie Boys","Hello Nasty (Deluxe Edition/Remastered)","Hip Hop","Playlist","USCA20903764"
"Frontier Psychiatrist","The Avalanches","Frontier Psychiatrist","Hip Hop","Playlist","AUMPO0000031"
"Midnight In A Perfect World","DJ Shadow","Endtroducing.....","Hip Hop","Playlist","GBAQH9600061"
"Rosa Parks","Outkast","Aquemini","Hip Hop","Playlist","USLF20000410"
"Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster","The Notorious B.I.G.","Life After Death (2014 Remastered Edition)","Hip Hop","Playlist","USAT21402732"
"I Can't Live Without My Radio","LL COOL J","Radio","Hip Hop","Playlist","USDJ28500001"
"The Show","Slick Rick","Jacked: The New Jack Sound Playlist (Music Inspired by the Jacked Podcast)","Hip Hop","Playlist","USDJ20201083"
"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix","A Tribe Called Quest","The Low End Theory","Hip Hop","Playlist","USJI19100003"
"Just a Friend","Biz Markie","Biz's Baddest Beats: The Best of Biz Markie","Hip Hop","Playlist","USRH10902676"
"Never Catch Me","Flying Lotus","You're Dead!","Hip Hop","Playlist","GBBPW1400157"
"Got Your Money","Ol' Dirty Bastard","The Hits","Hip Hop","Playlist","USEE10501087"
"Mama Said Knock You Out","LL COOL J","Mama Said Knock You Out","Hip Hop","Playlist","USDJ29000008"
"Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha]","Run The Jewels","Run the Jewels 2","Hip Hop","Playlist","QM8RL1400016"
"Rock Box","Run–D.M.C.","RUN-DMC (Expanded Edition)","Hip Hop","Playlist","USAR18400010"
"Follow The Leader","Eric B. & Rakim","Follow The Leader","Hip Hop","Playlist","USMC10001579"
"Stay Fly","Three 6 Mafia","Most Known Unknown (Explicit)","Hip Hop","Playlist","USSM10502938"
"How I Could Just Kill a Man","Cypress Hill","CYPRESS HILL","Hip Hop","Playlist","USSM19901632"
"Yeah! (feat. Lil Jon & Ludacris)","USHER","Confessions (Expanded Edition)","Hip Hop","Playlist","USAR10301423"
"The Humpty Dance","Digital Underground","Sex Packets","Hip Hop","Playlist","USTB10300377"
"If You Know You Know","Pusha T","DAYTONA","Hip Hop","Playlist","USUM71807351"
"Chanel","Frank Ocean","Chanel","Hip Hop","Playlist","QZ5C81600019"
"Nice For What","Drake","Scorpion","Hip Hop","Playlist","USCM51800077"
"Woo Hah!! Got You All in Check","Busta Rhymes","The Coming","Hip Hop","Playlist","USEE19894715"
"Let's Push Things Forward","The Streets","Original Pirate Material","Hip Hop","Playlist","GBFFS0200002"
"Rapture - Remastered 2001","Blondie","Autoamerican (Remastered 2001)","Hip Hop","Playlist","USCH30100092"
"Hate It Or Love It","The Game","Hate It Or Love It","Hip Hop","Playlist","USIR10401121"
"That's the Joint","Funky 4 + 1","The Sugar Hill Records Story","Hip Hop","Playlist","USRH10903025"
"Swimming Pools (Drank) - Extended Version","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","Hip Hop","Playlist","USUM71211089"
"Fu-Gee-La","Fugees","The Score","Hip Hop","Playlist","USSM19600054"
"Hey Ladies","Beastie Boys","Paul's Boutique (20th Anniversary Edition / Remastered)","Hip Hop","Playlist","USCA20807308"
"Through The Wire","Kanye West","The College Dropout (Explicit)","Hip Hop","Playlist","USDJ20400086"
"Flashing Lights","Kanye West","Graduation (Alternative Business Partners)","Hip Hop","Playlist","USUM70749095"
"Stronger","Kanye West","Graduation (Alternative Business Partners)","Hip Hop","Playlist","USUM70741299"
"I Need Love","LL COOL J","Bigger And Deffer","Hip Hop","Playlist","USDJ28700009"
"Bonita Applebum - includes 'Can I Kick It' Intro","A Tribe Called Quest","Peoples' Instinctive Travels & the Paths of Rhythm","Hip Hop","Playlist","USJI10300399"
"Day 'N' Nite (Nightmare)","Kid Cudi","Man On The Moon: The End Of Day (Int'l Version)","Hip Hop","Playlist","USUM70957500"
"i","Kendrick Lamar","i","Hip Hop","Playlist","USUM71414120"
"Welcome To The Terrordome","Public Enemy","Fear Of A Black Planet","Hip Hop","Playlist","USDJ29000019"
"I'll Be There For You/You're All I Need To Get By","Method Man","Tical","Hip Hop","Playlist","USDJ29500033"
"Ladi Dadi","Doug E. Fresh","The Greatest Hits","Hip Hop","Playlist","USJ3V1096437"
"New Slaves","Kanye West","Yeezus","Hip Hop","Playlist","USUM71307513"
"They Reminisce Over You (T.R.O.Y.)","Pete Rock & C.L. Smooth","Mecca And The Soul Brother","Hip Hop","Playlist","USEE10000148"
"Bust A Move","Young MC","Stone Cold Rhymin'","Hip Hop","Playlist","USA370507645"
"raingurl","Yaeji","EP2","Hip Hop","Playlist","QM38F1700004"
"So What'Cha Want - Remastered 2009","Beastie Boys","Check Your Head (Deluxe Edition/Remastered/2009)","Hip Hop","Playlist","USCA20900107"
"Shutterbugg","Big Boi","Sir Lucious Left Foot...The Son Of Chico Dusty","Hip Hop","Playlist","USUM71010530"
"Bitch Better Have My Money","Rihanna","Bitch Better Have My Money","Hip Hop","Playlist","QM5FT1500006"
"The Magnificent Seven - Remastered","The Clash","Sandinista! (Remastered)","Hip Hop","Playlist","GBARL1200723"
"Express Yourself","N.W.A.","Straight Outta Compton (2002 - Remaster)","Hip Hop","Playlist","USPO10000879"
"Slow Jamz (feat. Kanye West & Jamie Foxx)","Twista","Kamikaze","Hip Hop","Playlist","USAT20303708"
"Sure Shot","Beastie Boys","Ill Communication","Hip Hop","Playlist","USCA29400046"
"Mundian to Bach Ke - Jay Z Remix","Panjabi MC","Panjabi MC: The Album","Hip Hop","Playlist","GBWYK1800114"
"Bad and Boujee (feat. Lil Uzi Vert)","Migos","Culture","Hip Hop","Playlist","QMCE31600796"
"Really Doe","Danny Brown","Atrocity Exhibition","Hip Hop","Playlist","GBBPW1600100"
"Trap Queen","Fetty Wap","Fetty Wap (Deluxe)","Hip Hop","Playlist","QM7XC1400004"
"Hot In Herre","Nelly","Nellyville (Explicit Version)","Hip Hop","Playlist","USUR10200371"
"Get By","Talib Kweli","Quality (Explicit Version)","Hip Hop","Playlist","USRW50200462"
"Eric B. Is President","Eric B. & Rakim","Paid In Full","Hip Hop","Playlist","USIR28700023"
"Sucker M.C.'s (Krush-Groove 1)","Run–D.M.C.","RUN-DMC (Expanded Edition)","Hip Hop","Playlist","USAR19900965"
"Sunday Candy","Nico Segal","Surf","Hip Hop","Playlist","TCACG1582642"
"The Choice Is Yours (Revisited)","Black Sheep","A Wolf In Sheep's Clothing","Hip Hop","Playlist","USWWW0128427"
"Witness (1 Hope)","Roots Manuva","Run Come Save Me","Hip Hop","Playlist","GBCFB0101230"
"Who Am I (What's My Name)?","Snoop Dogg","Doggystyle","Hip Hop","Playlist","USKO10403597"
"Insane in the Brain","Cypress Hill","Black Sunday","Hip Hop","Playlist","USSM19303133"
"The Blacker The Berry","Kendrick Lamar","To Pimp A Butterfly","Hip Hop","Playlist","USUM71501985"
"Peso","A$AP Rocky","Peso","Hip Hop","Playlist","USRC11101084"
"Check the Rhime","A Tribe Called Quest","The Low End Theory","Hip Hop","Playlist","USJI19100005"
"Without Me","Eminem","The Eminem Show","Hip Hop","Playlist","USIR10211038"
"Mercy.1","Kanye West","Kanye West Presents Good Music Cruel Summer","Hip Hop","Playlist","USUM71210090"
"Ante Up (Robbin Hoodz Theory)","M.O.P.","Warriorz","Hip Hop","Playlist","USLR50000417"
"Deep Cover","Dr. Dre","Rap RnB","Hip Hop","Playlist","FR8GV1841510"
"Looking For The Perfect Beat","Afrika Bambaataa","Planet Rock - The Album","Hip Hop","Playlist","USTB10300084"
"Bucky Done Gun","M.I.A.","Arular","Hip Hop","Playlist","GBBKS0462521"
"P.S.K. 'What Does It Mean'?","Schoolly D","Something From Nothing: The Art of Rap","Hip Hop","Playlist","USJI10300873"
"Passin' Me By","The Pharcyde","Bizarre Ride II The Pharcyde","Hip Hop","Playlist","USA370513625"
"Can't Tell Me Nothing","Kanye West","Graduation (Alternative Business Partners)","Hip Hop","Playlist","USUM70739239"
"Can I Kick It?","A Tribe Called Quest","Peoples' Instinctive Travels & the Paths of Rhythm","Hip Hop","Playlist","USJI10300400"
"Flawless Remix (feat. Nicki Minaj)","Beyoncé","BEYONCÉ [Platinum Edition]","Hip Hop","Playlist","USSM11406084"
"Dear Mama","2Pac","Me Against The World","Hip Hop","Playlist","USIR19500009"
"Building Steam With A Grain Of Salt","DJ Shadow","Endtroducing.....","Hip Hop","Playlist","GBAQH9600066"
"N.Y. State of Mind","Nas","Illmatic","Hip Hop","Playlist","USSM10017351"
"Kick, Push","Lupe Fiasco","Lupe Fiasco's Food & Liquor","Hip Hop","Playlist","USAT20610039"
"On the Regular","Shamir","Ratchet","Hip Hop","Playlist","GBBKS1400271"
"Manchild","Neneh Cherry","Raw Like Sushi","Hip Hop","Playlist","GBAAA8900001"
"Bitch, Don’t Kill My Vibe","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","Hip Hop","Playlist","USUM71210774"
"Still D.R.E.","Dr. Dre","2001","Hip Hop","Playlist","USIR19905031"
"Rock The Bells","LL COOL J","Radio","Hip Hop","Playlist","USDJ28500006"
"Black Steel In The Hour Of Chaos","Public Enemy","It Takes A Nation Of Millions To Hold Us Back","Hip Hop","Playlist","USDJ28800024"
"South Bronx","Boogie Down Productions","Criminal Minded","Hip Hop","Playlist","USFZH0600489"
"Peter Piper","Run–D.M.C.","Ultimate Run Dmc","Hip Hop","Playlist","USAR18600165"
"Flava in Ya Ear","Craig Mack","Project: Funk Da World","Hip Hop","Playlist","USBB40581290"
"Magnolia","Playboi Carti","Playboi Carti","Hip Hop","Playlist","USUM71703095"
"King of Rock","Run–D.M.C.","King Of Rock (Expanded Edition)","Hip Hop","Playlist","USAR18500024"
"Top Billin'","Audio Two","Back In The Days Hip Hop Hits","Hip Hop","Playlist","US7071300217"
"Still Not a Player (feat. Joe) - Radio Version","Big Pun","Capital Punishment","Hip Hop","Playlist","USLR59900109"
"A Roller Skating Jam Named 'Saturdays'","De La Soul feat. Q-Tip","Not Available on Spotify","Hip Hop","Playlist",""
"Forgot About Dre","Dr. Dre","2001","Hip Hop","Playlist","USIR19915077"
"You Got Me","The Roots","Things Fall Apart (Explicit Version)","Hip Hop","Playlist","USMC19858697"
"Buffalo Gals","Malcolm McLaren","Duck Rock","Hip Hop","Playlist","GBAAA8300092"
"Rebirth Of Slick (Cool Like Dat)","Digable Planets","Reachin' (A New Refutation Of Time And Space)","Hip Hop","Playlist","USEM39300099"
"911 Is A Joke","Public Enemy","Fear Of A Black Planet","Hip Hop","Playlist","USDJ29000017"
"No Sleep Till Brooklyn","Beastie Boys","Licensed To Ill","Hip Hop","Playlist","USDJ28600008"
"Set Adrift on Memory Bliss (Re-Recorded)","P.M. Dawn","Latest & Greatest","Hip Hop","Playlist","QMDA71448137"
"Hail Mary","Makaveli","The Don Killuminati: The 7 Day Theory","Hip Hop","Playlist","USKO10403725"
"0 To 100 / The Catch Up","Drake","0 To 100 / The Catch Up","Hip Hop","Playlist","USCM51400222"
"Cantaloop (Flip Fantasia)","Us3","Hand On The Torch","Hip Hop","Playlist","USBN29300054"
"Signs","Snoop Dogg","R&G (Rhythm & Gangsta): The Masterpiece [Explicit Version]","Hip Hop","Playlist","USMC10400893"
"Bound 2","Kanye West","Yeezus","Hip Hop","Playlist","USUM71307523"
"Wild Thing","Tone-Loc","Loc-ed After Dark","Hip Hop","Playlist","USA370507633"
"Hot Nigga - Remix","Bobby Shmurda","Rap Game, Vol. 4 (The TakeOver)","Hip Hop","Playlist","FR10S1455978"
"U Can't Touch This","MC Hammer","Please Hammer Don't Hurt 'Em","Hip Hop","Playlist","USCA29000294"
"Remmidemmi (Yippie Yippie Yeah)","Deichkind","Aufstand im Schlaraffenland","Hip Hop","Playlist","DEUM70600715"
"Children's Story","Slick Rick","The Great Adventures Of Slick Rick","Hip Hop","Playlist","USDJ28800032"
"I Get Around","2Pac","Strictly 4 My N.I.G.G.A.Z...","Hip Hop","Playlist","USIR19300816"
"Tuesday (feat. Drake)","ILOVEMAKONNEN","Tuesday (feat. Drake)","Hip Hop","Playlist","USWB11402508"
"Still Tippin' (feat. Slim Thug and Paul Wall)","Mike Jones","Who Is Mike Jones?","Hip Hop","Playlist","USEA20420048"
"OOOUUU","Young M.A","OOOUUU","Hip Hop","Playlist","US6YF1600026"
"Brooklyn Zoo","Ol' Dirty Bastard","Rhino Hi-Five: Ol' Dirty Bastard","Hip Hop","Playlist","USEE19500174"
"Fit but You Know It","The Streets","A Grand Don't Come for Free","Hip Hop","Playlist","GBFFS0400018"
"Come Clean","Jeru The Damaja","Classic Hip-Hop","Hip Hop","Playlist","USCRP1101328"
"Ha","JUVENILE","Greatest Hits","Hip Hop","Playlist","USCM50200162"
"Put Your Hands Where My Eyes Could See","Busta Rhymes","Rhino Hi-Five: Busta Rhymes","Hip Hop","Playlist","USEE19792149"
"Paul Revere","Beastie Boys","Licensed To Ill","Hip Hop","Playlist","USDJ28600009"
"My Adidas","Run–D.M.C.","Raising Hell","Hip Hop","Playlist","USAR18600006"
"Numbers On The Boards","Pusha T","My Name Is My Name","Hip Hop","Playlist","USUM71305182"
"Summertime - Single Edit","DJ Jazzy Jeff & The Fresh Prince","The Very Best Of D.J. Jazzy Jeff & The Fresh Prince","Hip Hop","Playlist","USJI10400926"
"Made You Look","Nas","Greatest Hits","Hip Hop","Playlist","USSM10211988"
"Talkin' All That Jazz","Stetsasonic","In Full Gear","Hip Hop","Playlist","USTB10100622"
"Tha Crossroads","Bone Thugs-N-Harmony","R&B: From Doo-Wop To Hip-Hop","Hip Hop","Playlist","USLIC0600350"
"The Bridge Is Over","Boogie Down Productions","Criminal Minded Deluxe Edition","Hip Hop","Playlist","USFZH0800131"
"Come Down","Anderson .Paak","Malibu","Hip Hop","Playlist","USUYG1088425"
"The Way I Am","Eminem","The Marshall Mathers LP (Explicit Version)","Hip Hop","Playlist","USIR10000589"
"Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott","The Cookbook","Hip Hop","Playlist","USEE10414022"
"Vossi Bop","Stormzy","Vossi Bop","Hip Hop","Playlist","GBAHS1900571"
"Roxanne, Roxanne","Utfo","Hits","Hip Hop","Playlist","US39N0400357"
"Jam On It","Newcleus","Jam On Revenge","Hip Hop","Playlist","USCCK0710020"
"I Got 5 On It - ( Original )","Luniz","Operation Stackola","Hip Hop","Playlist","USA2P0715151"
"In My Feelings","Drake","Scorpion","Hip Hop","Playlist","USCM51800206"
"Diamonds From Sierra Leone - Remix","Kanye West","Late Registration","Hip Hop","Playlist","USUM70502927"
"Concrete Schoolyard","Jurassic 5","J 5 (Deluxe Edition)","Hip Hop","Playlist","US2Q80800050"
"Suge","DaBaby","Baby On Baby","Hip Hop","Playlist","USUM71902966"
"Sing About Me, I'm Dying Of Thirst","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","Hip Hop","Playlist","USUM71210783"
"Beat Bop - Edit","Rammellzee","Giant Single: Profile Records Rap Anthology","Hip Hop","Playlist","USAR11100210"
"Sexy M.F.","Prince","[Love Symbol]","Hip Hop","Playlist","USWB19900587"
"Broccoli","DRAM","Broccoli","Hip Hop","Playlist","USUYG1098775"
"Jump","Kris Kross","Totally Krossed Out","Hip Hop","Playlist","USSM19200533"
"Know Yourself","Drake","If You're Reading This It's Too Late","Hip Hop","Playlist","USUM71502037"
"Lifestyle","Rich Gang","Lifestyle","Hip Hop","Playlist","USCM51400196"
"Bring The Pain","Method Man","Tical","Hip Hop","Playlist","USDJ29400062"
"Bomb Intro / Pass That Dutch","Missy Elliott","This Is Not a Test!","Hip Hop","Playlist","USEE10301720"
"You Gots To Chill","EPMD","Strictly Business","Hip Hop","Playlist","USPO18800013"
"Boyz","M.I.A.","Kala (Expanded)","Hip Hop","Playlist","GBBKS0700178"
"If I Ruled the World (Imagine That) (feat. Lauryn Hill)","Nas","It Was Written","Hip Hop","Playlist","USSM19601375"
"I've Seen Footage","Death Grips","The Money Store","Hip Hop","Playlist","USSM11200908"
"Nobody Speak (feat. Run the Jewels)","DJ Shadow","The Mountain Will Fall","Hip Hop","Playlist","QM8RL1400325"
"WTF (Where They From) [feat. Pharrell Williams]","Missy Elliott","WTF (Where They From) [feat. Pharrell Williams]","Hip Hop","Playlist","USEE11500498"
"Beez In The Trap","Nicki Minaj","Pink Friday ... Roman Reloaded (Deluxe)","Hip Hop","Playlist","USCM51200099"
"Blood On The Leaves","Kanye West","Yeezus","Hip Hop","Playlist","USUM71307498"
"The World Is Yours","Nas","Illmatic","Hip Hop","Playlist","USSM10022814"
"DWYCK","Gang Starr","Full Clip: A Decade Of Gang Starr","Hip Hop","Playlist","USCH39200023"
"I Don't Like","Chief Keef","Finally Rich","Hip Hop","Playlist","USUM71207543"
"Eye Know","De La Soul","Not Available on Spotify","Hip Hop","Playlist",""
"Best I Ever Had","Drake","So Far Gone","Hip Hop","Playlist","USCM50900244"
