,artist,title,genre,URL,lyrics
10,The Clash,London Calling,Rock,http://azlyrics.com/lyrics/clash/londoncalling.html,"

London calling to the faraway towns
Now war is declared, and battle come down
London calling to the underworld
Come out of the cupboard, you boys and girls
London calling, now don't look to us
Phoney Beatlemania has bitten the dust
London calling, see we ain't got no swing
Except for the ring of that truncheon thing

The ice age is coming, the sun's zooming in
Meltdown expected, the wheat is growing thin
Engines stop running, but I have no fear
'Cause London is drowning, and I live by the river

London calling to the imitation zone
Forget it brother, you can go it alone
London calling to the zombies of death
Quit holding out, and draw another breath
London calling, and I don't wanna shout
But while we were talking, I saw you nodding out
London calling, see we ain't got no high
Except for that one with the yellowy eyes

The ice age is coming, the sun's zooming in
Engines stop running, the wheat is growing thin
A nuclear error, but I have no fear
'Cause London is drowning, and I live by the river

The ice age is coming, the sun's zooming in
Engines stop running, the wheat is growing thin
A nuclear error, but I have no fear
'Cause London is drowning, and I live by the river

Now get this...
London calling, yes, I was there too
And you know what they said? Well, some of it was true!
London calling at the top of the dial
And after all this, won't you give me a smile?
London calling...

I never felt so much alike alike alike alike...
"
11,The Rolling Stones,Sympathy For The Devil,Rock,http://azlyrics.com/lyrics/rollingstones/sympathyforthedevil.html,"

Please allow me to introduce myself
I'm a man of wealth and taste
I've been around for a long, long year
Stole many a man's soul and faith

I was 'round when Jesus Christ
Had his moment of doubt and pain
Made damn sure that Pilate
Washed his hands and sealed his fate

Pleased to meet you
Hope you guess my name
But what's puzzling you
Is the nature of my game

I stuck around St. Petersburg
When I saw it was a time for a change
Killed the Tzar and his ministers
Anastasia screamed in vain

I rode a tank
Held a general's rank
When the blitzkrieg raged
And the bodies stank

Pleased to meet you
Hope you guess my name, oh yeah
But what's puzzling you
Is the nature of my game, oh yeah

I watched with glee
While your kings and queens
Fought for ten decades
For the gods they made

I shouted out,
""Who killed the Kennedys?""
When after all
It was you and me

Let me please introduce myself
I'm a man of wealth and taste
And I laid traps for troubadours
Who get killed before they reach Bombay

Pleased to meet you
Hope you guessed my name, oh yeah
But what's puzzling you
Is the nature of my game, oh yeah, get down, hit it

Pleased to meet you
Hope you guessed my name, oh yeah
But what's confusing you
Is just the nature of my game

Just as every cop is a criminal
And all the sinners saints
As heads is tails
Just call me Lucifer
Cause I'm in need of some restraint

So if you meet me
Have some courtesy
Have some sympathy, and some taste
Use all your well-learned politesse
Or I'll lay your soul to waste

Um yeah
Pleased to meet you
Hope you guessed my name, um yeah
But what's puzzling you
Is the nature of my game

Um mean it, get down

Woo, who
Oh yeah, get on down

Oh yeah
Oh yeah!
Tell me baby, what's my name
Tell me honey, can ya guess my name

Tell me baby, what's my name
I tell you one time, you're to blame
Ooo, who
Ooo, who

Ooo, who
Ooo, who, who
Ooo, who, who
Ooo, who, who

Ooo, who, who
Oh, yeah
What's my name
Tell me, baby, what's my name

Tell me, sweetie, what's my name
Ooo, who, who
Ooo, who, who
Ooo, who, who

Ooo, who, who
Ooo, who, who
Ooo, who, who
Ooo, who, who

Oh, yeah
"
12,Little Richard,Tutti Frutti,Rock,http://azlyrics.com/lyrics/littlerichard/tuttifrutti.html,"

Wop-bop-a-loo-mop alop-bom-bom
Tutti frutti, oh rutti
Tutti frutti, woo!
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Awop-bop-a-loo-mop alop-bom-bom

I got a girl named Sue
She knows just what to do
I got a girl named Sue
She knows just what to do

She rock to the east
She rock to the west
But she's the girl that I love best

Tutti frutti, oh rutti
Tutti frutti, woo!
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Awop-bop-a-loo-mop alop-bom-bom

I got a girl named Daisy
She almost drive me crazy
I got a girl named Daisy
She almost drive me crazy

She knows how to love me
Yes, indeed
Boy, you don't know what she do to me

Tutti frutti, oh rutti
Tutti frutti, woo!
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Awop-bop-a-loo-mop, ow!

Oh, tutti frutti, oh rutti
Tutti frutti, woo!
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Awop-bop-a-loo-mop alop-bom-bom

I got a girl named Daisy
She almost drive me crazy
I got a girl named Daisy
She almost drive me crazy

She knows how to love me
Yes, indeed
Boy, you don't know what she do to me

Tutti frutti, oh rutti
Tutti frutti, woo!
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Tutti frutti, oh rutti
Awop-bop-a-loo-mop alop-bam-boom
"
13,Led Zeppelin,Stairway To Heaven,Rock,http://azlyrics.com/lyrics/ledzeppelin/stairwaytoheaven.html,"

There's a lady who's sure all that glitters is gold
And she's buying a stairway to Heaven
When she gets there she knows, if the stores are all closed
With a word she can get what she came for
Ooh, ooh, and she's buying a stairway to Heaven
There's a sign on the wall, but she wants to be sure
'Cause you know sometimes words have two meanings
In a tree by the brook, there's a songbird who sings
Sometimes all of our thoughts are misgiven

Ooh, makes me wonder
Ooh, makes me wonder

There's a feeling I get when I look to the west
And my spirit is crying for leaving
In my thoughts I have seen rings of smoke through the trees
And the voices of those who stand looking

Ooh, it makes me wonder
Ooh, really makes me wonder

And it's whispered that soon if we all call the tune
Then the piper will lead us to reason
And a new day will dawn for those who stand long
And the forests will echo with laughter

Oh-oh-oh-oh-whoa

If there's a bustle in your hedgerow, don't be alarmed, now
It's just a spring clean for the May queen
Yes, there are two paths you can go by, but in the long run
There's still time to change the road you're on

And it makes me wonder
Oh, whoa

Your head is humming and it won't go, in case you don't know
The piper's calling you to join him
Dear lady, can you hear the wind blow? And did you know
Your stairway lies on the whispering wind?

And as we wind on down the road
Our shadows taller than our soul
There walks a lady we all know
Who shines white light and wants to show
How everything still turns to gold
And if you listen very hard
The tune will come to you at last
When all are one and one is all
To be a rock and not to roll

And she's buying a stairway to Heaven
"
14,David Bowie,Heroes,Rock,http://azlyrics.com/lyrics/davidbowie/heroes.html,"

I, I will be king
And you, you will be queen
Though nothing will drive them away
We can beat them just for one day
We can be heroes just for one day

And you, you can be mean
And I, I'll drink all the time
'Cause we're lovers, and that is a fact
Yes, we're lovers, and that is that

Though nothing will keep us together
We could steal time just for one day
We can be heroes forever and ever
What d'you say?

I, I wish you could swim
Like the dolphins, like dolphins can swim

Though nothing, nothing will keep us together
We can beat them forever and ever
Oh, we can be heroes just for one day

I, I will be king
And you, you will be queen
Though nothing will drive them away
We can be heroes, just for one day
We can be us just for one day

I, I can remember (I remember)
Standing by the wall (By the wall)
And the guns shot above our heads (Over our heads)
And we kissed as though nothing could fall (Nothing could fall)

And the shame was on the other side
Oh, we can beat them forever and ever
Then we could be heroes just for one day

We can be heroes
We can be heroes
We can be heroes just for one day
We can be heroes

We're nothing, and nothing will help us
Maybe we're lying, then you better not stay
But we could be safer just for one day
Oh-oh-oh-oh, oh-oh-oh-oh, just for one day
"
15,Prince,When Doves Cry,Rock,http://azlyrics.com/lyrics/prince/whendovescry.html,"

Dig if you will the picture
Of you and I engaged in a kiss
The sweat of your body covers me
Can you my darling
Can you picture this?

Dream if you can a courtyard
An ocean of violets in bloom
Animals strike curious poses
They feel the heat
The heat between me and you

How can you just leave me standing?
Alone in a world that's so cold? (So cold)
Maybe I'm just too demanding
Maybe I'm just like my father, too bold
Maybe you're just like my mother
She's never satisfied (She's never satisfied)
Why do we scream at each other
This is what it sounds like
When doves cry

Touch if you will my stomach
Feel how it trembles inside
You've got the butterflies all tied up
Don't make me chase you
Even doves have pride

How can you just leave me standing?
Alone in a world so cold? (World so cold)
Maybe I'm just too demanding
Maybe I'm just like my father, too bold
Maybe you're just like my mother
She's never satisfied (She's never satisfied)
Why do we scream at each other
This is what it sounds like
When doves cry

How can you just leave me standing?
Alone in a world that's so cold? (A world that's so cold)
Maybe you're just too demanding (Maybe, maybe I'm like my father)
Maybe I'm just like my father, too bold (Ya know he's too bold)
Maybe you're just like my mother (Maybe you're just like my mother)
She's never satisfied (She's never, never satisfied)
Why do we scream at each other (Why do we scream, why)
This is what it sounds like

When doves cry
When doves cry (Doves cry, doves cry)
When doves cry (Doves cry, doves cry)

Don't Cry (Don't Cry)

When doves cry
When doves cry
When doves cry

When Doves cry (Doves cry, doves cry, doves cry
Don't cry
Darling don't cry
Don't cry
Don't cry
Don't don't cry
"
16,Pulp,Common People,Rock,http://azlyrics.com/lyrics/pulp/commonpeople.html,"

She came from Greece, she had a thirst for knowledge
She studied sculpture at Saint Martin's College
That's where I
Caught her eye
She told me that her Dad was loaded
I said, ""In that case, I'll have rum and Coca-Cola.""
She said, ""Fine""
And then in thirty-seconds time she said

""I wanna live like common people
I wanna do whatever common people do
Wanna sleep with common people
I wanna sleep with common people like you.""
Well, what else could I do?
I said, ""I'll... I'll see what I can do.""

I took her to a supermarket
I don't know why but I had to start it somewhere
So it started there
I said, ""Pretend you got no money.""
And she just laughed and said, ""Oh, you're so funny.""
I said, ""Yeah
Well, I can't see anyone else smiling in here
Are you sure?

You wanna live like common people
You wanna see whatever common people see
Wanna sleep with common people
You wanna sleep with common people like me?
But she didn't understand
And she just smiled and held my hand

Oh, rent a flat above a shop
And cut your hair and get a job
And smoke some fags and play some pool
Pretend you never went to school
But still you'll never get it right
'Cause when you're laid in bed at night
Watching roaches climb the wall
If you called your dad he could stop it all
Yeah

You'll never live like common people
You'll never do what ever common people do
Never fail like common people
You'll never watch your life slide out of view
And then dance, and drink, and screw
Because there's nothing else to do
Oh!

Sing along with the common people
Sing along and it might just get you through
Laugh along with the common people
Laugh along, even though they're laughing at you
And the stupid things that you do
Because you think that poor is cool

Like a dog lying in a corner
They will bite you and never warn you
Look out, they'll tear your insides out
'Cause everybody hates a tourist
Especially one who, who thinks it's all such a laugh
Yeah, and the chip stain's and grease will come out in the bath

You will never understand
How it feels to live your life
With no meaning or control
And with nowhere left to go
You are amazed that they exist
And they burn so bright whilst you can only wonder why

Rent a flat above a shop
Cut your hair and get a job
And smoke some fags and play some pool
Pretend you never went to school
But still you'll never get it right
'Cause when you're laid in bed at night
Watching roaches climb the wall
If you called your dad he could stop it all, yeah

Never live like common people
Never do what common people do
Never fail like common people
Never watch your life slide out of view
And then dance and drink, and screw
Because there's nothing else to do

Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you
Wanna live with common people like you

A la la la la la
Ooooh, la la la la
Ooooh, la la la la
Ooooh, la la-la-la-la la, oh yeah
"
17,The Rolling Stones,Gimme Shelter,Rock,http://azlyrics.com/lyrics/rollingstones/gimmeshelter.html,"

Oh, a storm is threat'ning
My very life today
If I don't get some shelter
Oh yeah, I'm gonna fade away

War, children, it's just a shot away
It's just a shot away
War, children, it's just a shot away
It's just a shot away

Ooh, see the fire is sweepin'
Our very street today
Burns like a red coal carpet
Mad bull lost your way

War, children, it's just a shot away
It's just a shot away
War, children, it's just a shot away
It's just a shot away

Rape, murder!
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away

The floods is threat'ning
My very life today
Gimme, gimme shelter
Or I'm gonna fade away

War, children, it's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away

I tell you love, sister, it's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
Kiss away, kiss away
"
18,The Kinks,You Really Got Me,Rock,http://azlyrics.com/lyrics/kinks/youreallygotme.html,"

Girl, you really got me going
You got me so I don't know what I'm doing
Yeah, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doing, now
Oh, yeah, you really got me now
You got me so I can't sleep at night
You really got me
You really got me
You really got me

See, don't ever set me free
I always wanna be by your side
Girl, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doing, now
Oh, yeah, you really got me now
You got me so I can't sleep at night
You really got me
You really got me
You really got me
(Fuck off!) Oh, no!

See, don't ever set me free
I always wanna be by your side
Girl, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doing, now
Oh, yeah, you really got me now
You got me so I can't sleep at night
You really got me
You really got me
You really got me
"
19,The White Stripes,Seven Nation Army,Rock,http://azlyrics.com/lyrics/whitestripes/sevennationarmy.html,"

I'm gonna fight 'em off
A seven nation army couldn't hold me back
They're gonna rip it off
Taking their time right behind my back
And I'm talkin' to myself at night
Because I can't forget
Back and forth through my mind
Behind a cigarette

And the message comin' from my eyes says, ""Leave it alone""

Don't wanna hear about it
Every single one's got a story to tell
Everyone knows about it
From the Queen of England to the hounds of hell
And if I catch it comin' back my way
I'm gonna serve it to you
And that ain't what you want to hear
But that's what I'll do

And the feeling coming from my bones says, ""Find a home""

I'm going to Wichita
Far from this opera for evermore
I'm gonna work the straw
Make the sweat drip out of every pore
And I'm bleeding, and I'm bleeding, and I'm bleeding
Right before the Lord
All the words are gonna bleed from me
And I will think no more

And the stains comin' from my blood tell me, ""Go back home""
"
20,R.E.M.,Losing My Religion,Rock,http://azlyrics.com/lyrics/rem/losingmyreligion.html,"

Oh life, it's bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper
Of every waking hour
I'm choosing my confessions
Trying to keep an eye on you
Like a hurt, lost and blinded fool, fool
Oh no, I've said too much
I set it up

Consider this
Consider this, the hint of the century
Consider this, the slip
That brought me to my knees, failed
What if all these fantasies come
Flailing around
Now I've said too much

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, why try
That was just a dream
Just a dream
Just a dream, dream
"
21,Sex Pistols,God Save The Queen,Rock,http://azlyrics.com/lyrics/sexpistols/godsavethequeen.html,"

God, save the Queen
The fascist regime
They made you a moron
Potential H-bomb
God, save the Queen
She ain't no human being
There is no future
In England's dreaming

Don't be told what you want to want to
And don't be told what you want to need
There's no future, no future
No future for you

God, save the Queen
We mean it, man
We love our Queen
God, saves

God, save the Queen
'Cause tourists are money
And our figurehead
Is not what she seems
Oh, God, save history
God, save your mad parade
Oh, Lord, God, have mercy
All crimes are paid

When there's no future how can there be sin?
We're the flowers in the dustbin
We're the poison in your human machine
We're the future, your future

God, save the Queen
We mean it, man
We love our Queen
God, saves

God, save the Queen
We mean it, man
And there is no future
In England's dreaming

No future
No future
No future for you
No future
No future
No future for me
No future
No future
No future for you
No future
No future for you
"
22,Queen,Bohemian Rhapsody,Rock,http://azlyrics.com/lyrics/queen/bohemianrhapsody.html,"

Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality

Open your eyes
Look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go
Little high, little low
Any way the wind blows
Doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away

Mama, ooh
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine
Body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth

Mama, ooh (Any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning very, very frightening me
(Galileo) Galileo
(Galileo) Galileo
Galileo Figaro
Magnifico-o-o-o-o

I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity

Easy come, easy go, will you let me go?
Bismillah! No, we will not let you go (Let him go!)
Bismillah! We will not let you go (Let him go!)
Bismillah! We will not let you go (Let me go!)
Will not let you go (Let me go!)
Never let you go (Never, never, never, never let me go)
Oh oh oh oh
No, no, no, no, no, no, no
Oh, mamma mia, mamma mia (Mamma mia, let me go)
Beelzebub has a devil put aside for me, for me, for me

So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here

Ooh, ooh yeah, ooh yeah

Nothing really matters
Anyone can see
Nothing really matters
Nothing really matters to me

Any way the wind blows
"
23,New Order,Blue Monday,Rock,http://azlyrics.com/lyrics/neworder/bluemonday.html,"

How does it feel
To treat me like you do?
When you've laid your hands upon me
And told me who you are?

I thought I was mistaken
I thought I heard your words
Tell me how do I feel?
Tell me now, how do I feel?

Those who came before me
Lived through their vocations
From the past until completion
They'll turn away no more

And still, I find it so hard
To say what I need to say
But, I'm quite sure that you'll tell me
Just how I should feel today

I see a ship in the harbour
I can and shall obey
But, if it wasn't for your misfortune
I'd be a heavenly person today 

And I thought I was mistaken
And I thought I heard you speak
Tell me, how do I feel?
Tell me now, how should I feel?
Now I stand here waiting

I thought I told you to leave me
While I walked down to the beach
Tell me how does it feel
When your heart grows cold?
(Grows cold, grows cold, grows cold, grows cold)
"
